시도,승인일자,이용건수_전체,이용금액_전체,이용건수_개인,이용금액_개인,이용건수_법인,이용금액_법인
제주,20210213,169.0,4661.0,158.0,4219.0,11.0,443.0
제주,20210214,162.0,4537.0,151.0,4048.0,11.0,489.0
제주,20210215,202.0,7174.0,182.0,5925.0,19.0,1249.0
제주,20210216,204.0,7180.0,183.0,5862.0,21.0,1318.0
제주,20210217,182.0,6943.0,163.0,5667.0,19.0,1275.0
제주,20210218,183.0,7526.0,166.0,6388.0,17.0,1138.0
제주,20210219,224.0,8692.0,202.0,7172.0,22.0,1520.0
제주,20210220,218.0,7113.0,200.0,6229.0,17.0,884.0
제주,20210221,193.0,5811.0,179.0,5192.0,14.0,619.0
제주,20210222,224.0,8447.0,202.0,6873.0,22.0,1574.0
제주,20210223,220.0,8197.0,198.0,6625.0,22.0,1572.0
제주,20210224,221.0,7911.0,199.0,6412.0,23.0,1499.0
제주,20210225,212.0,8006.0,190.0,6421.0,22.0,1585.0
제주,20210226,212.0,8396.0,191.0,6544.0,21.0,1852.0
제주,20210227,205.0,6804.0,189.0,5952.0,16.0,852.0
제주,20210228,191.0,6089.0,177.0,5418.0,14.0,672.0
제주,20210301,176.0,5576.0,162.0,4912.0,14.0,664.0
제주,20210302,221.0,8260.0,200.0,6875.0,21.0,1385.0
제주,20210303,214.0,7660.0,192.0,6287.0,21.0,1373.0
제주,20210304,183.0,6412.0,164.0,5277.0,19.0,1135.0
제주,20210305,220.0,7874.0,199.0,6483.0,22.0,1390.0
제주,20210306,212.0,6911.0,195.0,6062.0,17.0,849.0
제주,20210307,181.0,5534.0,167.0,4906.0,13.0,628.0
제주,20210308,214.0,7439.0,192.0,6086.0,21.0,1354.0
제주,20210309,209.0,7204.0,188.0,5930.0,22.0,1274.0
제주,20210310,214.0,7265.0,192.0,6006.0,22.0,1258.0
제주,20210311,206.0,7102.0,186.0,5823.0,21.0,1279.0
제주,20210312,208.0,7207.0,188.0,5964.0,20.0,1243.0
제주,20210313,224.0,7159.0,206.0,6318.0,17.0,841.0
제주,20210314,196.0,5811.0,182.0,5195.0,14.0,616.0
제주,20210315,216.0,7541.0,194.0,6230.0,22.0,1311.0
제주,20210316,211.0,7563.0,190.0,6240.0,21.0,1323.0
제주,20210317,216.0,8395.0,194.0,7081.0,22.0,1314.0
제주,20210318,215.0,8024.0,193.0,6712.0,22.0,1312.0
제주,20210319,222.0,8109.0,200.0,6825.0,22.0,1284.0
제주,20210320,210.0,7026.0,195.0,6231.0,16.0,795.0
제주,20210321,189.0,5862.0,175.0,5279.0,14.0,583.0
제주,20210322,219.0,7879.0,197.0,6534.0,22.0,1345.0
제주,20210323,221.0,7837.0,198.0,6440.0,22.0,1397.0
제주,20210324,222.0,7675.0,199.0,6272.0,23.0,1403.0
제주,20210325,229.0,8091.0,206.0,6574.0,23.0,1517.0
제주,20210326,237.0,8480.0,214.0,6881.0,24.0,1599.0
제주,20210327,207.0,6822.0,191.0,5987.0,17.0,835.0
제주,20210328,201.0,6290.0,186.0,5622.0,14.0,668.0
제주,20210329,222.0,8111.0,199.0,6527.0,23.0,1584.0
제주,20210330,222.0,8008.0,199.0,6376.0,23.0,1632.0
제주,20210331,223.0,8459.0,200.0,6514.0,24.0,1945.0
제주,20210401,206.0,7632.0,185.0,6029.0,21.0,1602.0
제주,20210402,228.0,8194.0,206.0,6748.0,22.0,1446.0
제주,20210403,222.0,7449.0,205.0,6586.0,17.0,863.0
제주,20210404,184.0,5787.0,171.0,5195.0,13.0,592.0
제주,20210405,210.0,7362.0,189.0,6010.0,21.0,1353.0
제주,20210406,227.0,7783.0,203.0,6305.0,23.0,1479.0
제주,20210407,227.0,7756.0,204.0,6276.0,23.0,1480.0
제주,20210408,228.0,7625.0,205.0,6246.0,23.0,1379.0
제주,20210409,236.0,8161.0,213.0,6711.0,23.0,1449.0
제주,20210410,239.0,7868.0,221.0,6964.0,19.0,904.0
제주,20210411,210.0,6296.0,195.0,5647.0,15.0,649.0
제주,20210412,202.0,7002.0,183.0,5827.0,19.0,1175.0
제주,20210413,226.0,7790.0,203.0,6425.0,22.0,1366.0
제주,20210414,226.0,7869.0,204.0,6471.0,23.0,1398.0
제주,20210415,230.0,8247.0,207.0,6820.0,23.0,1427.0
제주,20210416,243.0,9364.0,220.0,7934.0,23.0,1430.0
제주,20210417,234.0,7896.0,215.0,6928.0,19.0,968.0
제주,20210418,205.0,6383.0,190.0,5691.0,15.0,692.0
제주,20210419,235.0,8670.0,212.0,7209.0,23.0,1461.0
제주,20210420,234.0,8366.0,210.0,6909.0,23.0,1457.0
제주,20210421,233.0,8238.0,210.0,6746.0,24.0,1492.0
제주,20210422,231.0,8007.0,208.0,6600.0,23.0,1407.0
제주,20210423,244.0,8461.0,220.0,6948.0,24.0,1513.0
제주,20210424,239.0,7562.0,220.0,6653.0,19.0,909.0
제주,20210425,215.0,6566.0,200.0,5892.0,15.0,674.0
제주,20210426,235.0,8213.0,211.0,6688.0,24.0,1526.0
제주,20210427,227.0,7967.0,203.0,6458.0,23.0,1509.0
제주,20210428,233.0,7994.0,209.0,6457.0,24.0,1537.0
제주,20210429,232.0,8138.0,208.0,6505.0,24.0,1633.0
제주,20210430,241.0,9452.0,216.0,7226.0,25.0,2226.0
제주,20210501,223.0,7509.0,206.0,6623.0,17.0,887.0
제주,20210502,207.0,6570.0,192.0,5871.0,15.0,699.0
제주,20210503,236.0,8358.0,213.0,6831.0,23.0,1527.0
제주,20210504,209.0,7520.0,188.0,6138.0,21.0,1382.0
제주,20210505,233.0,7452.0,215.0,6601.0,18.0,851.0
제주,20210506,241.0,8271.0,217.0,6740.0,24.0,1531.0
제주,20210507,251.0,8944.0,228.0,7353.0,24.0,1591.0
제주,20210508,244.0,8211.0,225.0,7290.0,19.0,921.0
제주,20210509,202.0,6019.0,188.0,5383.0,15.0,637.0
제주,20210510,231.0,7805.0,207.0,6273.0,23.0,1532.0
제주,20210511,209.0,7233.0,187.0,5838.0,22.0,1394.0
제주,20210512,219.0,7558.0,196.0,6151.0,23.0,1407.0
제주,20210513,226.0,7654.0,202.0,6152.0,24.0,1502.0
제주,20210514,229.0,7741.0,205.0,6275.0,23.0,1466.0
제주,20210515,229.0,7252.0,211.0,6401.0,18.0,851.0
제주,20210516,177.0,5435.0,164.0,4853.0,13.0,582.0
제주,20210517,222.0,8465.0,200.0,7028.0,22.0,1436.0
제주,20210518,232.0,8665.0,209.0,7176.0,23.0,1489.0
제주,20210519,211.0,6430.0,194.0,5593.0,18.0,838.0
제주,20210520,213.0,7825.0,192.0,6495.0,21.0,1329.0
제주,20210521,235.0,8409.0,211.0,6906.0,24.0,1503.0
제주,20210522,229.0,7126.0,210.0,6192.0,19.0,934.0
제주,20210523,204.0,5995.0,188.0,5337.0,16.0,657.0
제주,20210524,228.0,7934.0,204.0,6416.0,24.0,1518.0
제주,20210525,226.0,7705.0,203.0,6210.0,24.0,1495.0
제주,20210526,211.0,7360.0,188.0,5811.0,23.0,1549.0
제주,20210527,225.0,7716.0,202.0,6185.0,23.0,1530.0
제주,20210528,231.0,8116.0,207.0,6443.0,24.0,1673.0
제주,20210529,234.0,7324.0,214.0,6375.0,20.0,949.0
제주,20210530,202.0,5743.0,186.0,5084.0,16.0,659.0
제주,20210531,236.0,8625.0,211.0,6468.0,25.0,2157.0
제주,20210601,228.0,7819.0,204.0,6235.0,24.0,1585.0
제주,20210602,223.0,7262.0,200.0,5861.0,23.0,1402.0
제주,20210603,221.0,7329.0,199.0,5933.0,23.0,1396.0
제주,20210604,235.0,7981.0,212.0,6437.0,24.0,1545.0
제주,20210605,239.0,7432.0,219.0,6488.0,20.0,944.0
제주,20210606,206.0,5952.0,190.0,5284.0,16.0,668.0
제주,20210607,232.0,7722.0,208.0,6206.0,24.0,1516.0
제주,20210608,228.0,7322.0,204.0,5913.0,24.0,1409.0
제주,20210609,227.0,7248.0,203.0,5810.0,24.0,1438.0
제주,20210610,215.0,7010.0,192.0,5619.0,22.0,1392.0
제주,20210611,205.0,6739.0,185.0,5507.0,20.0,1232.0
제주,20210612,235.0,7195.0,216.0,6354.0,19.0,840.0
제주,20210613,203.0,5937.0,188.0,5260.0,15.0,677.0
제주,20210614,231.0,7523.0,207.0,6106.0,24.0,1416.0
제주,20210615,202.0,6895.0,182.0,5630.0,20.0,1265.0
제주,20210616,220.0,8157.0,198.0,6769.0,22.0,1388.0
제주,20210617,223.0,7785.0,200.0,6424.0,23.0,1362.0
제주,20210618,234.0,8062.0,210.0,6659.0,24.0,1403.0
제주,20210619,241.0,7327.0,221.0,6435.0,20.0,892.0
제주,20210620,211.0,6077.0,195.0,5398.0,16.0,679.0
제주,20210621,241.0,8113.0,217.0,6667.0,24.0,1446.0
제주,20210622,237.0,7741.0,213.0,6321.0,24.0,1420.0
제주,20210623,240.0,7913.0,215.0,6359.0,25.0,1554.0
제주,20210624,234.0,7642.0,209.0,6136.0,25.0,1506.0
제주,20210625,247.0,8435.0,221.0,6680.0,25.0,1755.0
제주,20210626,239.0,7276.0,220.0,6326.0,19.0,951.0
제주,20210627,210.0,6005.0,194.0,5326.0,16.0,680.0
제주,20210628,240.0,8205.0,215.0,6448.0,25.0,1757.0
제주,20210629,238.0,8234.0,213.0,6502.0,25.0,1732.0
제주,20210630,239.0,8866.0,213.0,6638.0,26.0,2227.0
제주,20210701,236.0,8124.0,212.0,6558.0,25.0,1566.0
제주,20210702,238.0,8343.0,214.0,6718.0,24.0,1625.0
제주,20210703,214.0,6867.0,197.0,6043.0,17.0,824.0
제주,20210704,174.0,5348.0,161.0,4758.0,13.0,590.0
제주,20210705,228.0,7592.0,205.0,6194.0,23.0,1398.0
제주,20210706,229.0,7611.0,205.0,6080.0,23.0,1531.0
제주,20210707,219.0,7297.0,196.0,5894.0,23.0,1403.0
제주,20210708,221.0,7346.0,198.0,5852.0,23.0,1493.0
제주,20210709,231.0,7745.0,207.0,6223.0,24.0,1522.0
제주,20210710,235.0,7350.0,215.0,6422.0,19.0,928.0
제주,20210711,203.0,5924.0,187.0,5257.0,15.0,666.0
제주,20210712,235.0,7523.0,210.0,6128.0,24.0,1394.0
제주,20210713,233.0,7356.0,209.0,5954.0,24.0,1401.0
제주,20210714,236.0,7559.0,211.0,6105.0,25.0,1454.0
제주,20210715,235.0,7855.0,211.0,6390.0,25.0,1465.0
제주,20210716,242.0,8701.0,217.0,7223.0,24.0,1477.0
제주,20210717,228.0,7147.0,209.0,6213.0,20.0,934.0
제주,20210718,187.0,5594.0,173.0,4964.0,14.0,631.0
제주,20210719,238.0,8338.0,213.0,6940.0,25.0,1397.0
제주,20210720,235.0,7942.0,211.0,6555.0,24.0,1388.0
제주,20210721,235.0,7910.0,210.0,6403.0,25.0,1508.0
제주,20210722,228.0,7270.0,204.0,5861.0,24.0,1409.0
제주,20210723,236.0,7735.0,213.0,6305.0,24.0,1430.0
제주,20210724,225.0,6614.0,207.0,5782.0,19.0,832.0
제주,20210725,189.0,5322.0,175.0,4740.0,14.0,582.0
제주,20210726,226.0,7401.0,204.0,6034.0,22.0,1367.0
제주,20210727,230.0,7383.0,206.0,5944.0,23.0,1439.0
제주,20210728,231.0,7394.0,207.0,5947.0,24.0,1446.0
제주,20210729,232.0,7502.0,208.0,5931.0,24.0,1571.0
제주,20210730,234.0,8126.0,209.0,6253.0,24.0,1873.0
제주,20210731,212.0,6599.0,194.0,5678.0,18.0,921.0
제주,20210801,202.0,5861.0,187.0,5189.0,16.0,672.0
제주,20210802,226.0,7576.0,203.0,6175.0,23.0,1400.0
제주,20210803,235.0,7815.0,211.0,6314.0,24.0,1500.0
제주,20210804,230.0,7537.0,207.0,6120.0,24.0,1417.0
제주,20210805,232.0,7414.0,208.0,6010.0,24.0,1404.0
제주,20210806,239.0,7763.0,215.0,6275.0,24.0,1488.0
제주,20210807,229.0,6963.0,210.0,6071.0,20.0,891.0
제주,20210808,191.0,5437.0,176.0,4826.0,15.0,611.0
제주,20210809,232.0,7392.0,207.0,6030.0,24.0,1362.0
제주,20210810,231.0,7458.0,207.0,5989.0,24.0,1470.0
제주,20210811,214.0,6756.0,192.0,5503.0,22.0,1253.0
제주,20210812,207.0,6603.0,186.0,5373.0,21.0,1229.0
제주,20210813,214.0,6949.0,192.0,5620.0,21.0,1329.0
제주,20210814,193.0,5914.0,178.0,5218.0,15.0,695.0
제주,20210815,189.0,5488.0,175.0,4874.0,14.0,614.0
제주,20210816,194.0,5994.0,177.0,5168.0,17.0,826.0
제주,20210817,225.0,7680.0,202.0,6271.0,23.0,1409.0
제주,20210818,217.0,7711.0,194.0,6451.0,22.0,1260.0
제주,20210819,211.0,7172.0,189.0,5880.0,22.0,1291.0
제주,20210820,221.0,7213.0,198.0,5953.0,23.0,1260.0
제주,20210821,181.0,5418.0,166.0,4791.0,15.0,627.0
제주,20210822,160.0,4452.0,148.0,3951.0,12.0,501.0
제주,20210823,197.0,6486.0,177.0,5326.0,20.0,1161.0
제주,20210824,195.0,6380.0,175.0,5232.0,20.0,1148.0
제주,20210825,202.0,6695.0,181.0,5444.0,21.0,1251.0
제주,20210826,214.0,7018.0,192.0,5603.0,23.0,1415.0
제주,20210827,223.0,7363.0,200.0,5978.0,23.0,1385.0
제주,20210828,219.0,6515.0,201.0,5685.0,19.0,830.0
제주,20210829,191.0,5306.0,176.0,4725.0,15.0,581.0
제주,20210830,223.0,7616.0,200.0,6048.0,24.0,1568.0
제주,20210831,223.0,7956.0,199.0,5968.0,24.0,1988.0
제주,20210901,212.0,7170.0,189.0,5704.0,23.0,1466.0
제주,20210902,203.0,6813.0,181.0,5512.0,22.0,1302.0
제주,20210903,220.0,7404.0,198.0,6008.0,22.0,1396.0
제주,20210904,223.0,6747.0,204.0,5922.0,19.0,825.0
제주,20210905,173.0,4910.0,160.0,4395.0,13.0,515.0
제주,20210906,213.0,6986.0,191.0,5635.0,22.0,1351.0
제주,20210907,214.0,7045.0,192.0,5552.0,22.0,1492.0
제주,20210908,224.0,7454.0,201.0,5963.0,23.0,1491.0
제주,20210909,226.0,7512.0,204.0,5982.0,22.0,1530.0
제주,20210910,229.0,7864.0,210.0,6428.0,20.0,1436.0
제주,20210911,247.0,7890.0,229.0,6972.0,17.0,918.0
제주,20210912,211.0,6216.0,198.0,5592.0,13.0,624.0
제주,20210913,203.0,7449.0,185.0,5808.0,18.0,1641.0
제주,20210914,189.0,6895.0,172.0,5487.0,17.0,1408.0
제주,20210915,223.0,8855.0,204.0,7096.0,19.0,1759.0
제주,20210916,179.0,7683.0,163.0,6232.0,16.0,1452.0
제주,20210917,226.0,9291.0,208.0,7674.0,18.0,1617.0
제주,20210918,261.0,9873.0,244.0,8866.0,17.0,1007.0
제주,20210919,253.0,9767.0,238.0,8906.0,14.0,861.0
제주,20210920,242.0,7556.0,228.0,6884.0,14.0,671.0
제주,20210921,138.0,3230.0,131.0,2958.0,7.0,272.0
제주,20210922,189.0,5160.0,177.0,4632.0,12.0,528.0
제주,20210923,237.0,8002.0,216.0,6670.0,21.0,1332.0
제주,20210924,239.0,8026.0,217.0,6516.0,22.0,1510.0
제주,20210925,229.0,7091.0,211.0,6198.0,17.0,894.0
제주,20210926,197.0,5597.0,183.0,4983.0,14.0,615.0
제주,20210927,232.0,7904.0,209.0,6302.0,23.0,1603.0
제주,20210928,225.0,7731.0,202.0,6089.0,22.0,1642.0
제주,20210929,224.0,7813.0,201.0,6113.0,23.0,1700.0
제주,20210930,218.0,8168.0,195.0,6137.0,23.0,2030.0
제주,20211001,234.0,8344.0,210.0,6658.0,23.0,1686.0
제주,20211002,233.0,7295.0,215.0,6403.0,18.0,892.0
제주,20211003,210.0,6152.0,195.0,5485.0,14.0,667.0
제주,20211004,221.0,6842.0,202.0,5922.0,18.0,919.0
제주,20211005,235.0,7999.0,212.0,6383.0,24.0,1617.0
제주,20211006,228.0,7749.0,205.0,6162.0,23.0,1587.0
제주,20211007,228.0,7728.0,205.0,6072.0,23.0,1656.0
제주,20211008,238.0,8077.0,215.0,6499.0,23.0,1577.0
제주,20211009,217.0,6907.0,201.0,6084.0,17.0,823.0
제주,20211010,208.0,6190.0,194.0,5551.0,14.0,639.0
제주,20211011,217.0,6922.0,200.0,6026.0,17.0,896.0
제주,20211012,217.0,7640.0,196.0,6110.0,21.0,1530.0
제주,20211013,220.0,7734.0,198.0,6167.0,22.0,1567.0
제주,20211014,228.0,7866.0,205.0,6233.0,24.0,1633.0
제주,20211015,239.0,8565.0,215.0,6933.0,24.0,1632.0
제주,20211016,210.0,7110.0,194.0,6285.0,16.0,825.0
제주,20211017,199.0,6401.0,184.0,5716.0,14.0,685.0
제주,20211018,233.0,9131.0,209.0,7498.0,23.0,1633.0
제주,20211019,227.0,8854.0,204.0,7252.0,23.0,1603.0
제주,20211020,229.0,8858.0,205.0,7114.0,24.0,1744.0
제주,20211021,230.0,8689.0,206.0,6935.0,24.0,1754.0
제주,20211022,235.0,8960.0,212.0,7214.0,24.0,1746.0
제주,20211023,237.0,8066.0,218.0,7053.0,19.0,1014.0
제주,20211024,206.0,6551.0,191.0,5830.0,15.0,721.0
제주,20211025,223.0,8333.0,201.0,6612.0,23.0,1721.0
제주,20211026,233.0,8854.0,208.0,6842.0,24.0,2012.0
제주,20211027,231.0,8662.0,207.0,6753.0,24.0,1909.0
제주,20211028,233.0,8929.0,209.0,6962.0,25.0,1968.0
제주,20211029,242.0,9876.0,217.0,7409.0,25.0,2467.0
제주,20211030,232.0,8100.0,213.0,6988.0,19.0,1112.0
제주,20211031,208.0,6879.0,192.0,6072.0,15.0,807.0
제주,20211101,229.0,8851.0,205.0,6980.0,24.0,1871.0
제주,20211102,226.0,8847.0,202.0,6897.0,24.0,1950.0
제주,20211103,229.0,8839.0,205.0,6929.0,24.0,1910.0
제주,20211104,230.0,8953.0,205.0,7074.0,24.0,1878.0
제주,20211105,236.0,9332.0,211.0,7278.0,25.0,2054.0
제주,20211106,230.0,8163.0,212.0,7101.0,19.0,1062.0
제주,20211107,201.0,6594.0,186.0,5838.0,15.0,756.0
제주,20211108,211.0,8242.0,190.0,6627.0,21.0,1614.0
제주,20211109,218.0,8546.0,195.0,6753.0,23.0,1793.0
제주,20211110,220.0,8595.0,198.0,6878.0,22.0,1718.0
제주,20211111,228.0,8836.0,205.0,6995.0,23.0,1841.0
제주,20211112,227.0,8941.0,203.0,7036.0,24.0,1905.0
제주,20211113,228.0,8252.0,210.0,7117.0,19.0,1134.0
제주,20211114,200.0,6699.0,185.0,5866.0,15.0,833.0
제주,20211115,228.0,8962.0,204.0,7207.0,24.0,1755.0
제주,20211116,227.0,9676.0,203.0,7714.0,24.0,1963.0
제주,20211117,229.0,9501.0,205.0,7536.0,24.0,1965.0
제주,20211118,227.0,9079.0,203.0,7178.0,24.0,1902.0
제주,20211119,234.0,9375.0,210.0,7446.0,24.0,1928.0
제주,20211120,228.0,8105.0,209.0,7012.0,19.0,1093.0
제주,20211121,195.0,6497.0,181.0,5754.0,14.0,743.0
제주,20211122,218.0,8757.0,195.0,6977.0,22.0,1780.0
제주,20211123,216.0,9016.0,193.0,6982.0,23.0,2035.0
제주,20211124,220.0,8911.0,196.0,6854.0,24.0,2056.0
제주,20211125,226.0,9163.0,202.0,7062.0,24.0,2101.0
제주,20211126,233.0,9700.0,208.0,7481.0,25.0,2219.0
제주,20211127,219.0,7859.0,201.0,6771.0,19.0,1087.0
제주,20211128,195.0,6623.0,181.0,5869.0,15.0,755.0
제주,20211129,224.0,9070.0,200.0,6902.0,24.0,2168.0
제주,20211130,205.0,9470.0,183.0,6883.0,22.0,2588.0
제주,20211201,210.0,8840.0,187.0,6726.0,23.0,2114.0
제주,20211202,216.0,9025.0,192.0,6864.0,24.0,2161.0
제주,20211203,226.0,9493.0,202.0,7286.0,25.0,2207.0
제주,20211204,220.0,8153.0,201.0,6991.0,19.0,1162.0
제주,20211205,192.0,6379.0,177.0,5600.0,15.0,779.0
제주,20211206,218.0,8363.0,195.0,6428.0,23.0,1935.0
제주,20211207,217.0,8599.0,193.0,6481.0,24.0,2118.0
제주,20211208,218.0,8536.0,194.0,6487.0,24.0,2049.0
제주,20211209,215.0,8313.0,191.0,6321.0,24.0,1992.0
제주,20211210,224.0,8674.0,200.0,6578.0,24.0,2097.0
제주,20211211,217.0,7569.0,198.0,6527.0,18.0,1042.0
제주,20211212,183.0,6083.0,170.0,5380.0,14.0,703.0
제주,20211213,213.0,8332.0,190.0,6358.0,23.0,1974.0
제주,20211214,211.0,8196.0,188.0,6136.0,23.0,2061.0
제주,20211215,218.0,8817.0,194.0,6690.0,23.0,2127.0
제주,20211216,211.0,8967.0,189.0,7100.0,22.0,1867.0
제주,20211217,212.0,9360.0,189.0,7247.0,23.0,2113.0
제주,20211218,204.0,7141.0,187.0,6197.0,17.0,944.0
제주,20211219,179.0,5806.0,165.0,5175.0,13.0,631.0
제주,20211220,216.0,8548.0,193.0,6585.0,23.0,1963.0
제주,20211221,215.0,8370.0,192.0,6327.0,23.0,2042.0
제주,20211222,213.0,8293.0,190.0,6233.0,24.0,2060.0
제주,20211223,216.0,8556.0,192.0,6355.0,24.0,2201.0
제주,20211224,235.0,9722.0,211.0,7398.0,24.0,2324.0
제주,20211225,190.0,6410.0,176.0,5711.0,14.0,699.0
제주,20211226,144.0,4261.0,134.0,3811.0,10.0,450.0
제주,20211227,203.0,8003.0,183.0,6187.0,20.0,1816.0
제주,20211228,215.0,8758.0,192.0,6594.0,23.0,2164.0
제주,20211229,213.0,8620.0,191.0,6489.0,23.0,2131.0
제주,20211230,219.0,9171.0,196.0,6854.0,23.0,2317.0
제주,20211231,246.0,10834.0,222.0,8296.0,24.0,2537.0
제주,20220101,181.0,5702.0,168.0,5083.0,13.0,619.0
제주,20220102,178.0,5679.0,164.0,5082.0,13.0,597.0
제주,20220103,214.0,7435.0,193.0,6149.0,21.0,1286.0
제주,20220104,211.0,7540.0,190.0,6269.0,20.0,1270.0
제주,20220105,195.0,7046.0,177.0,5864.0,19.0,1181.0
제주,20220106,218.0,7664.0,197.0,6387.0,21.0,1277.0
제주,20220107,221.0,7954.0,200.0,6640.0,22.0,1315.0
제주,20220108,209.0,7256.0,192.0,6345.0,17.0,911.0
제주,20220109,182.0,5858.0,168.0,5204.0,14.0,654.0
제주,20220110,219.0,8027.0,198.0,6703.0,21.0,1324.0
제주,20220111,202.0,7481.0,183.0,6278.0,19.0,1203.0
제주,20220112,212.0,7687.0,191.0,6451.0,21.0,1236.0
제주,20220113,208.0,7564.0,187.0,6297.0,21.0,1267.0
제주,20220114,221.0,8256.0,200.0,6736.0,22.0,1521.0
제주,20220115,215.0,7430.0,197.0,6508.0,18.0,922.0
제주,20220116,187.0,6079.0,172.0,5365.0,14.0,714.0
제주,20220117,219.0,8642.0,197.0,7179.0,22.0,1463.0
제주,20220118,222.0,9230.0,200.0,7692.0,22.0,1537.0
제주,20220119,223.0,9236.0,200.0,7621.0,23.0,1615.0
제주,20220120,221.0,9058.0,199.0,7400.0,23.0,1657.0
제주,20220121,226.0,9112.0,204.0,7422.0,23.0,1690.0
제주,20220122,212.0,7497.0,194.0,6430.0,18.0,1067.0
제주,20220123,182.0,6152.0,169.0,5390.0,14.0,762.0
제주,20220124,220.0,9244.0,198.0,7335.0,22.0,1909.0
제주,20220125,216.0,9035.0,194.0,7147.0,22.0,1888.0
제주,20220126,222.0,9318.0,199.0,7270.0,23.0,2048.0
제주,20220127,222.0,9674.0,199.0,7376.0,23.0,2298.0
제주,20220128,235.0,11130.0,211.0,8402.0,24.0,2728.0
제주,20220129,226.0,9431.0,209.0,8233.0,18.0,1197.0
제주,20220130,218.0,9241.0,203.0,8288.0,15.0,953.0
제주,20220131,204.0,7155.0,190.0,6399.0,14.0,756.0
제주,20220201,112.0,2877.0,105.0,2602.0,7.0,274.0
제주,20220202,149.0,4543.0,139.0,4037.0,10.0,506.0
제주,20220203,201.0,8070.0,181.0,6745.0,19.0,1325.0
제주,20220204,202.0,7869.0,182.0,6414.0,20.0,1455.0
제주,20220205,186.0,6619.0,171.0,5814.0,15.0,805.0
제주,20220206,166.0,5181.0,153.0,4596.0,12.0,585.0
제주,20220207,206.0,7939.0,186.0,6549.0,21.0,1390.0
제주,20220208,207.0,8158.0,186.0,6567.0,21.0,1591.0
제주,20220209,206.0,8001.0,185.0,6499.0,21.0,1501.0
제주,20220210,210.0,7981.0,189.0,6472.0,21.0,1510.0
제주,20220211,217.0,8468.0,195.0,6891.0,22.0,1578.0
제주,20220212,204.0,7002.0,187.0,6133.0,17.0,869.0
제주,20220213,173.0,5579.0,160.0,4980.0,13.0,599.0
제주,20220214,221.0,8491.0,199.0,6963.0,22.0,1529.0
제주,20220215,209.0,7785.0,188.0,6276.0,21.0,1509.0
제주,20220216,204.0,7975.0,183.0,6516.0,21.0,1460.0
제주,20220217,208.0,8498.0,186.0,7016.0,21.0,1481.0
제주,20220218,219.0,9468.0,197.0,7827.0,22.0,1641.0
제주,20220219,195.0,6975.0,180.0,6168.0,15.0,807.0
제주,20220220,165.0,5489.0,153.0,4919.0,12.0,571.0
제주,20220221,216.0,9329.0,194.0,7737.0,22.0,1592.0
제주,20220222,212.0,9065.0,190.0,7503.0,22.0,1562.0
제주,20220223,214.0,8815.0,192.0,7206.0,22.0,1609.0
제주,20220224,213.0,8611.0,190.0,6968.0,22.0,1643.0
제주,20220225,227.0,9540.0,204.0,7655.0,23.0,1885.0
제주,20220226,212.0,7406.0,194.0,6436.0,18.0,970.0
제주,20220227,187.0,6224.0,173.0,5527.0,14.0,698.0
제주,20220228,224.0,9847.0,201.0,7695.0,23.0,2153.0
제주,20220301,179.0,6165.0,164.0,5342.0,15.0,823.0
제주,20220302,212.0,8430.0,191.0,7047.0,21.0,1383.0
제주,20220303,208.0,8291.0,187.0,6882.0,21.0,1409.0
제주,20220304,215.0,8452.0,193.0,7025.0,21.0,1427.0
제주,20220305,203.0,6937.0,187.0,6099.0,17.0,838.0
제주,20220306,173.0,5553.0,160.0,4958.0,13.0,594.0
제주,20220307,209.0,7723.0,188.0,6390.0,21.0,1334.0
제주,20220308,211.0,7826.0,190.0,6457.0,21.0,1370.0
제주,20220309,192.0,6293.0,176.0,5526.0,16.0,767.0
제주,20220310,209.0,7477.0,188.0,6193.0,21.0,1284.0
제주,20220311,218.0,8223.0,196.0,6805.0,22.0,1417.0
제주,20220312,215.0,7225.0,198.0,6360.0,17.0,865.0
제주,20220313,163.0,5094.0,151.0,4598.0,12.0,495.0
제주,20220314,216.0,7648.0,195.0,6343.0,21.0,1304.0
제주,20220315,213.0,7717.0,191.0,6382.0,21.0,1336.0
제주,20220316,212.0,7533.0,190.0,6145.0,22.0,1388.0
제주,20220317,194.0,7171.0,174.0,5884.0,20.0,1287.0
제주,20220318,209.0,8282.0,190.0,6962.0,20.0,1319.0
제주,20220319,197.0,6892.0,181.0,6087.0,15.0,805.0
제주,20220320,176.0,5701.0,164.0,5127.0,13.0,574.0
제주,20220321,212.0,8385.0,191.0,6955.0,21.0,1430.0
제주,20220322,215.0,8218.0,194.0,6819.0,21.0,1399.0
제주,20220323,211.0,7921.0,190.0,6527.0,21.0,1394.0
제주,20220324,217.0,7957.0,195.0,6521.0,22.0,1436.0
제주,20220325,214.0,8246.0,192.0,6674.0,22.0,1572.0
제주,20220326,206.0,7094.0,191.0,6242.0,16.0,851.0
제주,20220327,194.0,6270.0,180.0,5610.0,14.0,660.0
제주,20220328,225.0,8340.0,202.0,6777.0,23.0,1563.0
제주,20220329,225.0,8433.0,202.0,6727.0,23.0,1706.0
제주,20220330,223.0,8387.0,200.0,6643.0,22.0,1744.0
제주,20220331,221.0,9066.0,198.0,7033.0,23.0,2033.0
제주,20220401,230.0,9015.0,207.0,7311.0,23.0,1704.0
