CL_CD,CL_NM,AREA_NM,ADDR,BASE_YEAR,ALL_TOTAL_CO,JAN_VIEWS_CO,FEB_VIEWS_CO,MAR_VIEWS_CO,APR_VIEWS_CO,MAY_VIEWS_CO,JUN_VIEWS_CO,JULY_VIEWS_CO,AUG_VIEWS_CO,SEP_VIEWS_CO,OCT_VIEWS_CO,NOV_VIEWS_CO,DEC_VIEWS_CO
c1,관광지,브랭섬홀아시아 아이스링크,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234(3번게이트),2023,87,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,87.00000
c1,관광지,(주)제주해양레저 투명카약,제주특별자치도 제주시 애월읍 애월로1길 22,2023,19,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19.00000
c1,관광지,1100고지(휴게소),제주특별자치도 서귀포시 1100로 1555,2023,1641,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1641.00000
c1,관광지,1100고지습지,제주특별자치도 서귀포시 색달동 산 1-2,2023,3708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3708.00000
c1,관광지,1112도로,제주특별자치도 제주시 명림로 584 (봉개동),2023,38,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,38.00000
c1,관광지,4·3해원방사탑,제주특별자치도 제주시 신산로 82,2023,14,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.00000
c1,관광지,5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,2023,145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,145.00000
c1,관광지,9.81 파크,제주특별자치도 제주시 애월읍 천덕로 880-24,2023,379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,379.00000
c1,관광지,998서프 삼양,제주특별자치도 제주시 선사로8길 33,2023,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000
c1,관광지,9연대 본부 옛터,제주특별자치도 서귀포시 대정읍 일주서로 2497,2023,39,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39.00000
c1,관광지,Cafe 몽스파,제주특별자치도 제주시 서사로 28,2023,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000
c1,관광지,M1971 요트투어,제주특별자치도 서귀포시 대정읍 최남단해안로 128,2023,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000
c1,관광지,OK승마장,제주특별자치도 서귀포시 표선면 번영로 2595,2023,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000
c1,관광지,SM 디지털아트 뮤지엄,제주특별자치도 제주시 애월읍 애월해안로 516-7,2023,142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,142.00000
c1,관광지,THE WE,제주특별자치도 서귀포시 1100로 453-95,2023,43,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.00000
c1,관광지,WE호텔 웰니스센터,제주특별자치도 서귀포시 1100로 453-95,2023,192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,192.00000
c1,관광지,minagrooming(미나그루밍),제주특별자치도 제주시 한림읍 한림해안로 116,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,가마오름,제주특별자치도 제주시 한경면 청수서5길 63,2023,35,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,35.00000
c1,관광지,가마오름 진지동굴,제주특별자치도 제주시 한경면 청수서5길 63,2023,94,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,94.00000
c1,관광지,가메오름,제주특별자치도 제주시 애월읍 봉성리 산 125,2023,27,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,27.00000
c1,관광지,가뫼물,제주특별자치도 서귀포시 남원읍 남위남성로 168,2023,535,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,535.00000
c1,관광지,가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 남조로 1487-73,2023,42,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,42.00000
c1,관광지,가세오름,제주특별자치도 서귀포시 표선면 녹산로 554,2023,43,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.00000
c1,관광지,가시림,제주특별자치도 서귀포시 표선면 녹산로5번길 171 (가시리),2023,65,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,65.00000
c1,관광지,가야금이 흐르는 제주,제주특별자치도 제주시 광양9길 27,2023,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000
c1,관광지,가파도,제주특별자치도 서귀포시 대정읍 가파리,2023,234,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,234.00000
c1,관광지,가파도 마라도 정기여객선,제주특별자치도 서귀포시 대정읍 최남단해안로 120,2023,32,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32.00000
c1,관광지,가파초등학교 마라분교장,제주특별자치도 서귀포시 대정읍 마라로 58,2023,38,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,38.00000
c1,관광지,각시바우오름,제주특별자치도 서귀포시 호근동 2112,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,간세공방,제주특별자치도 서귀포시 중정로 22,2023,30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000
c1,관광지,감귤박물관,제주특별자치도 서귀포시 효돈순환로 441,2023,473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,473.00000
c1,관광지,감귤박물관 감귤따기 체험,제주특별자치도 서귀포시 효돈순환로 441,2023,49,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,49.00000
c1,관광지,감귤박물관 월라봉 산책로 - 생이소리길,제주특별자치도 서귀포시 효돈순환로 441,2023,18,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.00000
c1,관광지,감귤상웨빵 체험,제주특별자치도 서귀포시 남원읍 하례중앙로 95,2023,35,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,35.00000
c1,관광지,감성을담다,제주특별자치도 제주시 구좌읍 평대7길 20-1,2023,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000
c1,관광지,감수굴 밭담길,제주특별자치도 제주시 구좌읍 평대7길 34,2023,27,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,27.00000
c1,관광지,갑자기 히어로즈 벽화길,제주특별자치도 제주시 애월읍 금성1길 29-3,2023,29,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,29.00000
c1,관광지,갓전시관[갓전수교육관],제주특별자치도 제주시 조천읍 남조로 1904,2023,65,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,65.00000
c1,관광지,강병대교회,제주특별자치도 서귀포시 대정읍 상모대서로 43-3,2023,30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000
c1,관광지,강정어촌계,제주특별자치도 서귀포시 말질로 290,2023,33,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33.00000
c1,관광지,강정천유원지,제주특별자치도 서귀포시 강정통물로 (강정동),2023,42,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,42.00000
c1,관광지,개떼목장,제주특별자치도 서귀포시 안덕면 평화로 486 (덕수리),2023,33,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33.00000
c1,관광지,개미남,제주특별자치도 제주시 구산로 26,2023,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000
c1,관광지,개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,2023,31,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,31.00000
c1,관광지,개오리오름,제주특별자치도 제주시 봉개동,2023,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000
c1,관광지,개인공간,제주특별자치도 제주시 매촌1길 3-1,2023,14,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.00000
c1,관광지,갤러리2 중선농원,제주특별자치도 제주시 영평길 269,2023,41,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,41.00000
c1,관광지,거린오름 (북오름),제주특별자치도 서귀포시 안덕면 동광리 산 94,2023,24,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24.00000
c1,관광지,거문오름(UNESCO 세계자연유산),제주특별자치도 제주시 조천읍 선교로 569-36,2023,697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,697.00000
c1,관광지,거믄여해안경승지,제주특별자치도 서귀포시 516로,2023,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12.00000
c1,관광지,거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산 145,2023,44,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,44.00000
c1,관광지,거인의 정원,제주특별자치도 제주시 대원길 58,2023,273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,273.00000
c1,관광지,거친오름,제주특별자치도 제주시 명림로 520 (봉개동),2023,33,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33.00000
c1,관광지,건강과성박물관,제주특별자치도 서귀포시 안덕면 일주서로 1611,2023,125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,125.00000
c1,관광지,건강장수마을 산양리 농어촌체험마을,제주시 한경면 중산간서로 3169,2023,34,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,34.00000
c1,관광지,걸매생태공원,제주특별자치도 서귀포시 서홍동 1207,2023,153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,153.00000
c1,관광지,걸매예술마을,제주특별자치도 서귀포시 서홍로 4-42,2023,35,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,35.00000
c1,관광지,걸서악오름,제주특별자치도 서귀포시 남원읍 하례로 393-1,2023,18,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.00000
c1,관광지,검멀레동굴,제주특별자치도 제주시 우도면,2023,81,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,81.00000
c1,관광지,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,2023,244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,244.00000
c1,관광지,게우지코지,제주특별자치도 서귀포시 하효동,2023,33,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33.00000
c1,관광지,고근산(고공산),제주특별자치도 서귀포시 고근산로202번길 48,2023,80,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,80.00000
c1,관광지,고내리 다락쉼터,제주특별자치도 제주시 애월읍 애월해안로 284,2023,29,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,29.00000
c1,관광지,고내리포구,제주특별자치도 제주시 애월읍 고내리,2023,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000
c1,관광지,"고내봉(고내오름,고니오름,망오름)",제주특별자치도 제주시 애월읍 고내리 산 3-1,2023,44,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,44.00000
c1,관광지,고사리숲,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,2023,33,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33.00000
c1,관광지,고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,2023,22,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000
c1,관광지,고살리숲길,제주특별자치도 서귀포시 남원읍 하례리 산 54-2,2023,179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,179.00000
c1,관광지,고씨주택,제주특별자치도 제주시 관덕로17길 27-1,2023,80,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,80.00000
c1,관광지,고요산책,제주특별자치도 제주시 중앙로12길 5,2023,65,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,65.00000
c1,관광지,고포잇다이브센터,제주특별자치도 서귀포시 이어도로 685-1,2023,22,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000
c1,관광지,고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,2023,113,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,113.00000
c1,관광지,곤물,제주특별자치도 서귀포시 안덕면 화순서서로64번길 64-4,2023,18,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.00000
c1,관광지,곤흘동(곤을동) 마을터,제주특별자치도 제주시 화북1동 4438,2023,66,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,66.00000
c1,관광지,골프탕탕,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,2023,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000
c1,관광지,곱뜨락아띠 향수공방,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,2023,13,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.00000
c1,관광지,공방:하루_반,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,공천포,제주특별자치도 서귀포시 남원읍 신례리,2023,27,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,27.00000
c1,관광지,공천포구,제주특별자치도 서귀포시 남원읍 신례리,2023,35,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,35.00000
c1,관광지,곶자왈,제주특별자치도 서귀포시 대정읍 신평리,2023,105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,105.00000
c1,관광지,곽지패총,제주특별자치도 제주시 애월읍 곽지리 2043-1,2023,20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20.00000
c1,관광지,곽지해수욕장,제주특별자치도 제주시 애월읍 애월원당길 (곽지리),2023,411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,411.00000
c1,관광지,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,관덕정,제주특별자치도 제주시 관덕로 19,2023,335,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,335.00000
c1,관광지,관음사,제주특별자치도 제주시 산록북로 660,2023,126,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,126.00000
c1,관광지,관음사 군 주둔지 옛터,제주특별자치도 제주시 산록북로 660,2023,32,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32.00000
c1,관광지,관음사 야영장,제주특별자치도 제주시 산록북로 588,2023,54,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,54.00000
c1,관광지,관음사 템플스테이,제주시 산록북로 660,2023,60,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,60.00000
c1,관광지,광령귤나무,제주특별자치도 제주시 애월읍 광령8길 24-2,2023,22,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000
c1,관광지,광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,2023,1310,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1310.00000
c1,관광지,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,2023,551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,551.00000
c1,관광지,구엄리돌염전,제주특별자치도 제주시 애월읍 애월해안로 708,2023,406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,406.00000
c1,관광지,구엄포구,제주특별자치도 제주시 애월읍 구엄리,2023,22,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000
c1,관광지,구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,2023,9,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.00000
c1,관광지,국립제주박물관,제주특별자치도 제주시 일주동로 17,2023,476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,476.00000
c1,관광지,"군산(군산오름,코메오름)",제주특별자치도 서귀포시 안덕면 창천리 산 3-1,2023,604,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,604.00000
c1,관광지,굴동포구,제주특별자치도 제주시 구좌읍 해맞이해안로,2023,21,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,21.00000
c1,관광지,굿다이버,제주특별자치도 서귀포시 중산간서로 41 (강정동),2023,9,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.00000
c1,관광지,궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,2023,38,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,38.00000
c1,관광지,귀덕연대,제주특별자치도 제주시 한림읍 귀덕14길 14-5,2023,7,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.00000
c1,관광지,귀빈사,제주특별자치도 제주시 구좌읍 비자림로 1456,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,귤밭76번지,제주특별자치도  제주시 화북이동 5495-2,2023,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,144.00000
c1,관광지,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,2023,34,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,34.00000
c1,관광지,그녀들의 글수다,제주특별자치도 제주시 주르레남길 25,2023,11,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.00000
c1,관광지,그랑블루 요트투어,제주특별자치도 서귀포시 대포로 172-7 2층 그랑블루요트,2023,73,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,73.00000
c1,관광지,그랑블루호(선상낚시),제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,2023,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,36.00000
c1,관광지,그랜드스윙,제주특별자치도 서귀포시 성산읍 섭지코지로 107,2023,25,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,25.00000
c1,관광지,그루밍제주,제주특별자치도 서귀포시 천제연로 357,2023,24,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24.00000
c1,관광지,그리스신화박물관 / 트릭아이미술관,제주특별자치도 제주시 한림읍 광산로 942,2023,124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,124.00000
c1,관광지,그린페블,제주특별자치도 제주시 한림읍 수동7길 54-3,2023,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12.00000
c1,관광지,그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,2023,7,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.00000
c1,관광지,금능석물원,제주특별자치도 제주시 한림읍 한림로 176,2023,130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,130.00000
c1,관광지,금능포구,제주특별자치도 제주시 한림읍 금능리,2023,7,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.00000
c1,관광지,금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,2023,262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,262.00000
c1,관광지,금당목장ATV,제주특별자치도 서귀포시 안덕면 신화역사로685번길 13-16,2023,20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20.00000
c1,관광지,금덕무환자나무및팽나무군락,제주특별자치도 제주시 애월읍 유수암리 1920,2023,9,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.00000
c1,관광지,금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,25,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,25.00000
c1,관광지,금룡사 템플스테이,제주특별자치도 제주시 구좌읍 김녕로 148-11,2023,37,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,37.00000
c1,관광지,금붕사,제주특별자치도 제주시 구좌읍 일주동로 3618-1,2023,61,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,61.00000
c1,관광지,금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,2023,17,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.00000
c1,관광지,금악오름(왕매),제주특별자치도 제주시 한림읍 금악리 산 1-1,2023,630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,630.00000
c1,관광지,기독교순례길 1코스(순종의길),제주특별자치도 제주시 애월읍 금성하안길 3,2023,39,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39.00000
c1,관광지,기독교순례길 2코스(순교의길),제주특별자치도 제주시 한림읍 협재8길 8,2023,56,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,56.00000
c1,관광지,기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,2023,30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000
c1,관광지,기독교순례길 4코스(화해의길),제주특별자치도 서귀포시 대정읍 추사로36번길 11,2023,62,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,62.00000
c1,관광지,김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1,2023,81,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,81.00000
c1,관광지,김녕 지질트레일,제주특별자치도 제주시 구좌읍 김녕로 209,2023,115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,115.00000
c1,관광지,김녕 청굴물,제주특별자치도 제주시 구좌읍 김녕리 1296,2023,57,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,57.00000
c1,관광지,김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,2023,49,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,49.00000
c1,관광지,김녕사굴,제주특별자치도 제주시 구좌읍 덕천리 201-4,2023,159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,159.00000
