ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202312,금돈상회,제주시,이도2동,제주시내,한식,돼지고기,3.07,1.99,0.18,0.36,0.66,0.98,-0.11,11923,다다09b01a
202312,소소두부,제주시,일도1동,제주시내,한식,단품요리 전문,0.03,0.08,0.01,0.17,0.01,0.17,0.13,1668,다다09b02b
202312,벨롱벨롱,서귀포시,대륜동,서귀포시내,한식,단품요리 전문,0,0,0,0.09,0,0.08,-0.02,8111,다나09b72b
202312,보리다,제주시,이도2동,제주시내,카페,커피,0.82,1.47,0.01,0.12,0.14,0.6,-0.03,9079,다다10a00b
202312,노모어블루스,제주시,이도2동,제주시내,양식,양식,2.07,1.63,0.03,0.06,0.36,0.6,-0.24,13704,다다10b00b
202312,가비,제주시,일도2동,제주시내,한식,단품요리 전문,0.47,2.42,0,0.05,0.08,0.85,-0.13,12381,다다10b02b
202312,돌솥마당,제주시,일도2동,제주시내,한식,가정식,0.24,0.4,0,0,0.04,0.13,0,6142,다다10b01b
202312,일또,제주시,이도2동,제주시내,한식,단품요리 전문,0.1,0.04,0,0.02,0.02,0.03,0.01,5748,다다11a01b
202312,하루밀담베이커리,제주시,아라동,제주시내,간식,베이커리,0.19,0.79,0,0.03,0.03,0.29,0.32,450,다나11a99b
202312,제주대패집,제주시,아라동,제주시내,한식,단품요리 전문,2.31,2.7,0.04,0.12,0.4,1.01,0.37,351,다나11a97b
202312,고고리,제주시,아라동,제주시내,양식,양식,0.21,0.6,0.02,0.11,0.05,0.29,0.02,4802,다나11b98b
202312,제주돈,제주시,이도2동,제주시내,한식,돼지고기,1.79,1.51,0.06,0.2,0.34,0.68,0.03,4780,다다11b00b
202312,머스크,제주시,화북동,제주시내,한식,단품요리 전문,0.28,1.55,0.01,0.14,0.05,0.64,0.14,1432,다다13a03b
202312,쌍둥이네,서귀포시,정방동,서귀포시내,한식,가정식,0.2,0.32,0.01,0.08,0.04,0.17,-0.04,9531,다나13a73a
202312,롸버트치킨,서귀포시,중앙동,서귀포시내,패스트푸드,치킨,0.02,0.06,0.01,0.05,0.01,0.06,0.01,5424,다나13a73b
202312,팡팡식당,서귀포시,동홍동,서귀포시내,한식,가정식,0.54,1.43,0,0.05,0.09,0.52,0.08,2729,다나13a73b
202312,싱싱프루츠삼화점,제주시,삼양동,제주시내,한식,단품요리 전문,0.04,0.14,0,0.01,0.01,0.05,0.01,5912,다다15a03a
202312,보목해녀의집,서귀포시,송산동,서귀포시내,아시아음식,일식,0.04,0.08,0.09,0.35,0.1,0.33,-0.06,10259,다나16b72a
202312,빽다방 서귀포시청점,서귀포시,서홍동,서귀포시내,음료,커피,0.57,6.87,0.03,0.62,0.12,2.85,-0.31,14120,다나12a74a
202312,카페봄봄효돈점,서귀포시,효돈동,서귀포시내,음료,커피,0.21,2.42,0.01,0.29,0.04,1.06,0.2,918,다나17b75a
202312,알동네국수,서귀포시,효돈동,서귀포시내,한식,가정식,0.04,0.16,0.04,0.15,0.04,0.19,-0.03,8555,다나18a73b
202312,주식회사 티제이에이치,서귀포시,정방동,서귀포시내,한식,단품요리 전문,0.19,2.66,0.01,0.42,0.04,1.26,0.06,3114,다나12b73a
202312,중섭이네식당,서귀포시,정방동,서귀포시내,한식,가정식,0,0,0.06,0.32,0.06,0.28,-0.1,11844,다나12b73a
202312,만복반미,서귀포시,정방동,서귀포시내,양식,기타세계요리,0.18,0.99,0.02,0.3,0.05,0.6,-0.12,12171,다나12b73a
202312,내가 찾은 맛고을,제주시,화북동,제주시내,한식,가정식,0.05,0.16,0.01,0.06,0.01,0.11,0.05,3556,다다13a03b
202312,친정집,제주시,화북동,제주시내,한식,가정식,1.59,4.57,0.02,0.18,0.27,1.69,-0.16,12870,다다13b03b
202312,팔길(PALGIL),서귀포시,예래동,서귀포시내,양식,양식,0.11,0.38,0.02,0.2,0.04,0.31,0.03,4299,나나95b71b
202312,색달그때그집,서귀포시,중문동,서귀포시내,한식,가정식,0.84,1.07,0.18,0.42,0.31,0.73,-0.07,10665,다나00a74b
202312,대포칼제비,서귀포시,중문동,서귀포시내,한식,가정식,0.56,1.19,0.16,0.81,0.24,1.12,0.01,6119,다나00a73b
202312,뽕이네각재기1호점외도,제주시,외도동,제주시내,한식,가정식,1.54,3.62,0.08,0.33,0.32,1.5,-0.43,14505,다다00b00a
202312,일품순두부노형점,제주시,노형동,제주시내,한식,순두부,2.57,7.62,0.1,0.6,0.5,3.08,-0.36,14300,다나04a99a
202312,유쥬얼커피앤도넛,제주시,노형동,제주시내,간식,도너츠,0.02,0.09,0,0.01,0,0.04,0.03,4431,다나04a99a
202312,금순이네,제주시,노형동,제주시내,한식,가정식,0.69,0.71,0,0.02,0.11,0.25,-0.08,11113,다나04a99b
202312,뮈르,서귀포시,예래동,서귀포시내,한식,단품요리 전문,0.14,0.4,0.1,0.56,0.12,0.63,-0.11,11924,나나96a73a
202312,탄광맥주제주중문점,서귀포시,중문동,서귀포시내,주점및주류판매,맥주/요리주점,0.85,1.07,0.14,0.38,0.27,0.69,0.15,1317,나나99b74a
202312,국밥참맛있는집,제주시,이호동,제주시내,한식,국밥,0.02,0.08,0,0,0,0.03,0,6143,다나03a99b
202312,대명정육식당,제주시,노형동,제주시내,한식,고기,3.22,1.47,0.04,0.05,0.55,0.53,-0.13,12382,다나04b99b
202312,예반스제주 월랑점,제주시,노형동,제주시내,한식,단품요리 전문,0.17,0.56,0,0,0.03,0.19,-0.05,9799,다다04b00a
202312,월랑로6길 5,제주시,노형동,제주시내,한식,가정식,0.11,0.2,0,0,0.02,0.07,0.02,5256,다다05a00a
202312,헬씨바이브,제주시,노형동,제주시내,한식,가정식,0.06,0.21,0,0.01,0.01,0.08,-0.02,8112,다나05a99b
202312,대굴대굴굴구이,제주시,연동,제주시내,한식,가정식,3.97,3.26,0.27,0.54,0.88,1.57,-0.17,13117,다다05b00b
202312,리틀보라카이,서귀포시,예래동,서귀포시내,한식,단품요리 전문,0.24,0.28,0.14,0.39,0.17,0.44,-0.12,12172,나나98b74b
202312,대연정,제주시,외도동,제주시내,한식,가정식,0.33,0.83,0.01,0.12,0.06,0.39,0.05,3712,다다00b00a
202312,미요리,제주시,외도동,제주시내,한식,단품요리 전문,1.11,1.11,0.01,0.02,0.18,0.39,-0.16,12931,다나00b99b
202312,라라카츠 제주점,제주시,외도동,제주시내,한식,단품요리 전문,0.05,0.14,0,0.01,0.01,0.05,-0.05,9962,다나00b99b
202312,서유기사방채,제주시,노형동,제주시내,아시아음식,가정식,0.29,0.15,0,0.02,0.05,0.06,-0.06,10260,다나03b99a
202312,시인의마을,제주시,노형동,제주시내,한식,가정식,0.1,0.08,0,0,0.02,0.03,0,6144,다나04a99a
202312,인서네,제주시,도두동,제주시내,한식,가정식,0.73,1.96,0.01,0.07,0.12,0.72,0.08,2518,다다05a00b
202312,제주울어멍김밥,제주시,노형동,제주시내,간식,분식,0.27,1.59,0.01,0.17,0.06,0.68,0.15,1406,다나05a99a
202312,밥이랑술이랑,제주시,노형동,제주시내,한식,단품요리 전문,0.08,0.09,0,0.01,0.01,0.04,-0.01,7365,다다05a00a
202312,귀빈반점,제주시,노형동,제주시내,아시아음식,중식,1.27,5.05,0.02,0.32,0.22,1.97,-0.24,13705,다나05a98b
202312,또봉이통닭,제주시,노형동,제주시내,패스트푸드,치킨,0.02,0.04,0,0,0,0.01,-0.01,7119,다나05a99b
202312,엉클통김밥 노형점,제주시,노형동,제주시내,간식,분식,0.29,1.59,0.04,0.39,0.09,0.88,0.01,5425,다나05a99a
202312,이룸갤러리카페,제주시,연동,제주시내,음료,커피,0.09,0.24,0.01,0.05,0.02,0.12,-0.12,12173,다다05b00b
202312,쨍하고회뜰날,제주시,연동,제주시내,아시아음식,일식,1.57,0.44,0.12,0.12,0.36,0.25,-0.08,11114,다나05b99b
202312,파스쿠찌 제주제원점,제주시,연동,제주시내,카페,커피,2.43,16.33,0.12,1.78,0.5,7.04,-0.95,14978,다나06a99b
202312,한라빙삼,제주시,연동,제주시내,한식,단품요리 전문,1.76,1.6,0.16,0.39,0.43,0.88,0.14,1433,다나06a99b
202312,엄마순대국,제주시,연동,제주시내,한식,국밥,0.83,2.34,0.04,0.35,0.17,1.09,0.36,368,다다06b00a
202312,효퇴국수국밥,제주시,삼도1동,제주시내,한식,가정식,0.6,1.71,0.22,1.51,0.3,1.9,-0.45,14552,다다08b01b
202312,정직한통닭 중앙점,제주시,삼도2동,제주시내,피자.치킨.햄버거,치킨,0.29,0.44,0.04,0.18,0.08,0.31,-0.14,12549,다다09a02b
202312,컴포즈커피 제주제원점,제주시,연동,제주시내,음료,커피,0.37,5.8,0.04,1.73,0.09,3.47,-0.38,14408,다다06a00a
202312,파리바게뜨 제주연동1호점,제주시,연동,제주시내,베이커리.디저트,베이커리,2.12,10.91,0.04,0.46,0.37,4.06,-0.17,12999,다나06a99a
202312,예림,제주시,연동,제주시내,한식,단품요리 전문,1.19,1.03,0.05,0.12,0.24,0.45,-0.11,11925,다나06a99b
202312,우리아시가게,제주시,연동,제주시내,한식,가정식,0.07,0.08,0.01,0.02,0.02,0.05,-0.01,7366,다나06a99b
202312,산뽀,제주시,연동,제주시내,한식,가정식,0.64,0.54,0.09,0.19,0.18,0.35,0.08,2562,다나06a99b
202312,모이세해장국연동점,제주시,연동,제주시내,한식,해장국,1.5,4.13,0.14,0.86,0.37,2.14,-0.2,13435,다나06a99b
202312,연안식당 제주연동점,제주시,연동,제주시내,한식,가정식,1.01,1.95,0.06,0.3,0.21,0.92,0.26,639,다나06b99a
202312,아띠마루커피랩,제주시,용담1동,제주시내,음료,커피,0.01,0.12,0,0,0,0.04,-0.04,9394,다다08a01a
202312,제주의별,제주시,용담1동,제주시내,한식,단품요리 전문,0.04,0.2,0.04,0.51,0.05,0.52,0.01,5426,다다08b03a
202312,카페린다,서귀포시,대륜동,서귀포시내,음료,커피,0.33,1.31,0.02,0.23,0.07,0.64,0.23,749,다나08a74b
202312,제주담다KBS제주점,제주시,이도2동,제주시내,한식,단품요리 전문,3,12.28,0.08,0.66,0.55,4.7,0.53,167,다다08b00a
202312,와르다레스토랑,제주시,삼도2동,제주시내,한식,단품요리 전문,0.29,0.75,0.02,0.09,0.06,0.33,-0.06,10261,다다09a02b
202312,장금이식당,제주시,도두동,제주시내,한식,가정식,0.08,0.12,0.14,0.3,0.14,0.31,0.07,2839,다다03b01b
202312,기라네김밥,제주시,노형동,제주시내,분식,분식,0.12,1.11,0,0.03,0.02,0.4,0.04,4206,다나04b99b
202312,가르텐비어 제주노형점,제주시,노형동,제주시내,주점,주류,0.3,0.16,0,0,0.05,0.05,0.18,1050,다다04b00a
202312,청오돼지들의세상,제주시,노형동,제주시내,한식,돼지고기,0.24,0.16,0.07,0.08,0.1,0.12,-0.06,10262,다다05a00a
202312,청춘해장국,제주시,노형동,제주시내,주점및주류판매,해장국,0.47,1.51,0.07,0.38,0.14,0.84,-0.21,13448,다나05a99a
202312,루비식당,제주시,연동,제주시내,한식,가정식,0.18,0.48,0.04,0.2,0.07,0.33,-0.06,10263,다다05b00a
202312,향천회초밥,제주시,연동,제주시내,아시아음식,일식,0.21,0.16,0,0,0.03,0.05,0.07,3019,다나06a99b
202312,더푸드하우스 제주공항국제선,제주시,용담2동,제주시내,한식,단품요리 전문,0.38,1.91,0.03,0.39,0.09,0.98,-0.54,14701,다다06a02a
202312,이것이참흑돼지,제주시,연동,제주시내,한식,가정식,0.57,0.4,0.1,0.17,0.19,0.28,-0.16,12951,다다06b00a
202312,다해,제주시,연동,제주시내,한식,가정식,0.02,0.08,0,0,0,0.03,0,6145,다다07a00a
202312,파주닭국수 신서귀포점,서귀포시,대륜동,서귀포시내,한식,가정식,0.57,1.47,0.01,0.15,0.1,0.63,0.24,704,다나07b74a
202312,와니피자&치킨,제주시,용담1동,제주시내,피자.치킨.햄버거,피자,0.17,0.4,0,0,0.03,0.13,-0.05,9963,다다08a01b
202312,희양양 연동점,제주시,연동,제주시내,중식,중식,2.73,0.99,0.12,0.09,0.54,0.41,0,6146,다다06a00a
202312,전주콩나루콩나물국밥 제주점,제주시,연동,제주시내,한식,가정식,0.42,1.28,0.03,0.15,0.09,0.56,0.02,5399,다다06b00a
202312,풍양양꼬치,서귀포시,대천동,서귀포시내,주점및주류판매,꼬치구이,1.43,1.03,0.04,0.09,0.27,0.43,0,6147,다나07a73b
202312,예담소주방,제주시,삼도1동,제주시내,한식,주류,0.07,0.11,0,0,0.01,0.04,0.01,5749,다다08b01a
202312,통통돼지,제주시,삼도1동,제주시내,한식,돼지고기,0.21,0.24,0.02,0.05,0.06,0.12,0,6148,다다08b01b
202312,보성이네전,제주시,삼도2동,제주시내,한식,단품요리 전문,0.12,0.24,0,0,0.02,0.08,-0.02,8113,다다09a02a
202312,칠성 로스터리,제주시,일도1동,제주시내,한식,단품요리 전문,0.01,0.14,0,0.07,0.01,0.11,0.06,3173,다다09b02b
202312,아름디,제주시,이도2동,제주시내,한식,단품요리 전문,0.18,0.87,0,0.03,0.03,0.32,0.02,4803,다다09b00a
202312,셰프의초밥제주,제주시,일도1동,제주시내,일식.회,일식,0.1,0.36,0.05,0.48,0.07,0.55,-0.23,13677,다다09b02b
202312,김밥천국탑동본점,제주시,건입동,제주시내,간식,분식,0.31,1.75,0.03,0.36,0.08,0.9,0.21,829,다다09b03a
202312,애월빵공장 주식회사(오등동지점),제주시,아라동,제주시내,간식,베이커리,0.19,1.02,0.02,0.23,0.05,0.54,-0.3,14085,다나09b98a
202312,유군초밥,제주시,이도2동,제주시내,아시아음식,일식,3.05,3.66,0.22,0.69,0.69,1.84,-0.29,14035,다다09b01a
202312,왓츠유어플레이버,제주시,이도2동,제주시내,한식,단품요리 전문,1.45,1.81,0.04,0.12,0.27,0.71,0,6149,다다09b01a
202312,제주종가,제주시,이도2동,제주시내,한식,가정식,0.24,0.87,0.02,0.18,0.06,0.45,0.37,349,다다09b01a
202312,이디야커피시청고산동산점,제주시,이도2동,제주시내,음료,커피,0.39,4.13,0.01,0.2,0.07,1.56,0.23,750,다다10a00b
202312,김영미재첩해장국,제주시,이도2동,제주시내,한식,해장국,2.3,6.4,0.1,0.6,0.46,2.67,-0.43,14502,다다10a00a
202312,고죽면 제주법원점,제주시,이도2동,제주시내,한식,단품요리 전문,0.24,1.07,0.01,0.11,0.05,0.45,0.05,3713,다다10a00a
202312,동광17,제주시,일도2동,제주시내,양식,양식,0.49,0.52,0.01,0.05,0.09,0.21,-0.08,11115,다다10b02a
202312,황고집,제주시,이도2동,제주시내,간식,분식,2.05,2.58,0.03,0.08,0.35,0.93,0.09,2445,다다11a00b
202312,보라해,서귀포시,서홍동,서귀포시내,간식,베이커리,0.02,0.04,0,0,0,0.01,0.04,4073,다나12a73b
202312,으뜸 아이스크림 할인점 서귀중앙로점,서귀포시,서홍동,서귀포시내,간식,아이스크림/빙수,0.21,1.51,0.01,0.11,0.04,0.6,0.02,4804,다나12a75a
202312,동아리꼬치구이도남대림점,제주시,이도2동,제주시내,일식.회,일식,0.37,0.56,0,0,0.06,0.19,0,6150,다다09b00b
202312,미녀,제주시,건입동,제주시내,한식,가정식,0.61,0.52,0.02,0.03,0.11,0.2,0.03,4458,다다10a02b
202312,희주,제주시,이도2동,제주시내,한식,단품요리 전문,0.33,0.64,0.03,0.11,0.08,0.31,-0.21,13488,다다10a01a
202312,제주정낭집이도점,제주시,이도2동,제주시내,한식,단품요리 전문,1.04,1.44,0.01,0.04,0.17,0.52,0.09,2446,다다10a00a
202312,플레르(plaire),제주시,아라동,제주시내,한식,단품요리 전문,0.09,0.08,0,0.02,0.01,0.04,0.01,5750,다나10b99a
202312,카페클라츠,제주시,이도2동,제주시내,음료,커피,0.05,0.36,0.02,0.26,0.02,0.35,0.09,2266,다다10b00a
202312,아구사랑아귀찜본점,제주시,일도2동,제주시내,한식,단품요리 전문,0.05,0.08,0,0,0.01,0.03,-0.02,7956,다다10b02a
202312,설빙 제주아라점,제주시,아라동,제주시내,간식,아이스크림/빙수,0.94,3.85,0.01,0.11,0.16,1.38,-0.33,14184,다다10b00b
202312,대박왕갈비,제주시,일도2동,제주시내,한식,갈비,0.39,0.36,0.02,0.05,0.08,0.16,-0.03,8556,다다11a02b
202312,본가 제주아라점,제주시,아라동,제주시내,고기,소고기,1.81,1.63,0.09,0.12,0.37,0.65,-0.05,10139,다나11a99b
202312,피프틴 디그리(15 degrees),제주시,아라동,제주시내,한식,단품요리 전문,0.28,0.91,0.03,0.21,0.07,0.49,-0.36,14309,다나11b98b
