,숙박업명,숙박업주소,숙박위도,숙박경도,구역,대분류명,중분류명,식당명,도시명,행정동명,식당주소,식당위도,식당경도,검색량합계값,제주도민매출금액비율,외지인매출금액비율,전체매출금액비율,숙박_식당 거리
182,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,고사리식당,제주시,연동,제주 제주시 삼무로3길 39,33.49029495,126.4917048,2208,0.98,0.31,0.38,1.0577779854729277
221,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,시골길,제주시,연동,제주 제주시 연동13길 9,33.48885305,126.494721,2191,15.629999999999999,1.35,2.8,1.340147417147907
250,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,분식,분식,짱구분식,제주시,노형동,제주 제주시 노형동 726-1,33.48158541,126.4864978,2015,19.91,0.84,2.73,1.0781504322548123
262,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,하영올레,제주시,연동,제주 제주시 연동3길 34,33.48684028,126.4878697,2009,3.9299999999999997,3.2,3.3899999999999997,0.7739404633066664
179,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,일식,가나안돈까스,제주시,연동,제주 제주시 연화로1길 18,33.47846327,126.489231,1939,1.4400000000000002,0.01,0.16,1.5072638314411826
223,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,베이커리,아라파파,제주시,연동,제주 제주시 국기로3길 2,33.47844752,126.4908988,1916,34.96,2.41,5.72,1.5987514630519966
236,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,이모밥상,제주시,연동,제주 제주시 연북로 173,33.48189338,126.4999627,1891,10.52,2.05,2.9000000000000004,2.023017038808083
239,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,재벌식당,제주시,연동,제주 제주시 도령로7길 20,33.49074651,126.4843801,1791,5.85,1.32,1.83,0.39160011643623066
228,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,연정식당,제주시,연동,제주 제주시 신광로10길 29,33.48378858,126.4867715,1740,16.39,5.94,7.16,0.8971327954852452
196,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,피자.치킨.햄버거,햄버거,롯데리아신제주점,제주시,노형동,제주 제주시 연북로 22,33.48169531,126.4836878,1686,19.88,0.5,2.4400000000000004,0.9535508271376378
219,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,송림식당,제주시,연동,제주 제주시 신대로14길 34,33.48793989,126.493026,1621,7.200000000000001,0.23,0.92,1.196789718500062
249,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,중식,중식,짬뽕에취한날,제주시,연동,제주 제주시 연동 311-21,33.49115468,126.4979092,1533,7.45,1.2999999999999998,1.96,1.6386561557921517
248,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,진홍식당,제주시,연동,제주 제주시 신광로8길 5,33.48686503,126.4891604,1457,0.46,0.0,0.05,0.8827497606823739
238,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,일식,자리돔,제주시,연동,제주 제주시 신대로18길 39,33.48457721,126.4922988,1435,3.48,0.12,0.49,1.2538174371154263
244,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,제주바당,제주시,노형동,제주 제주시 원노형9길 24,33.48726285,126.4855598,1399,2.31,0.38000000000000006,0.5599999999999999,0.562137924111452
240,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,정든식당,제주시,연동,제주 제주시 신대로10길 33,33.49070165,126.4932687,1384,3.4000000000000004,0.03,0.33999999999999997,1.2055603071790686
254,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,투썸플레이스제주연동점,제주시,연동,제주  제주시  신광로  79 1층  (연동),33.48505605,126.4901602,1372,11.170000000000002,0.7299999999999999,1.77,1.0543074512850716
215,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해물탕,삼성혈해물탕,제주시,연동,제주 제주시 선덕로5길 20,33.48800293,126.4997067,1282,9.49,3.38,4.1,1.8094177482714953
264,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,호박이네,제주시,연동,제주 제주시 신광로10길 21,33.48373284,126.487375,1244,22.98,0.6900000000000001,2.91,0.9398573132362651
184,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,공명식당,제주시,노형동,제주  제주시  원노형5길  5-2 (노형동),33.48789895,126.4844943,1191,3.19,0.10999999999999999,0.44,0.4413391262742886
259,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,풍촌식당,제주시,연동,제주 제주시 은남2길 28,33.4884235,126.4927594,1121,8.94,0.27,1.1899999999999997,1.1641791506646044
217,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,소담,제주시,연동,제주 제주시 신대로15길 2,33.48660037,126.4970517,1115,3.07,0.07,0.35000000000000003,1.592351772213367
255,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,베이커리,파리바게뜨신제주점,제주시,연동,제주 제주시 신광로 47,33.4877534,126.4902963,1105,29.479999999999997,1.19,4.04,0.9531747003219734
256,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,베이커리,파리바게뜨제주삼다점,제주시,연동,제주 제주시 신대로 72,33.49095431,126.4962556,1105,25.41,0.52,2.97,1.4839333740617635
258,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,베이커리,파리바게뜨제주연동2호점,제주시,노형동,제주 제주시 원노형남2길 35,33.48269452,126.4850368,1105,26.650000000000002,0.52,3.12,0.9029832275218516
257,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,베이커리,파리바게뜨제주연동1호점,제주시,연동,제주 제주시 국기로 8,33.48117278,126.489625,974,17.37,0.28,1.9299999999999997,1.2903644666022134
190,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,대도식당연동점,제주시,연동,제주 제주시 연동 303-7,33.48700156,126.4959366,972,13.35,0.7200000000000001,1.95,1.4817311480116806
193,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,도진식당,제주시,연동,제주 제주시 국기중길 27,33.47905946,126.4922868,960,4.91,0.3,0.7600000000000001,1.630395831829956
227,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,엉덩물,제주시,연동,제주 제주시 성두길 7-7,33.49096515,126.4949212,935,13.750000000000002,0.69,2.06,1.3608126317469633
242,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,제주돼지,제주시,연동,제주 제주시 신광로4길 6,33.48901044,126.4891339,882,1.08,0.14,0.24000000000000002,0.8225676371441842
191,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,대선해장국,제주시,연동,제주 제주시 신대로12길 37,33.48862089,126.4926806,770,0.32,0.01,0.04,1.154243474011686
251,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,청춘해장국,제주시,노형동,제주 제주시 1100로 3320,33.48284674,126.4812685,770,0.6399999999999999,0.09,0.14,0.7777771301011832
209,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,빽다방제주도청점,제주시,연동,제주 제주시 신대로7길 7,33.492007339914,126.497593183268,760,0.28,0.03,0.060000000000000005,1.6211200924664393
224,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,앞뱅디식당,제주시,연동,제주 제주시 선덕로 32,33.48537311,126.499935,702,11.43,1.02,1.98,1.8848897937444913
216,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,소낭,제주시,연동,제주 제주시 신광로4길 1,33.48874528,126.4895689,696,3.2,0.11,0.42000000000000004,0.8661735861337295
187,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,김서방재첩해장국,제주시,노형동,제주 제주시 원노형6길 27,33.48367879,126.4829539,685,15.389999999999999,0.92,2.2,0.7229202200274536
203,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,물,제주시,연동,제주 제주시 삼무로11길 9,33.492605144134,126.496334662433,676,0.18,0.71,0.6599999999999999,1.518133475990252
225,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,일식.회,회,어진횟집,제주시,연동,제주 제주시 도령로11길 26-5,33.493027089165,126.487299437411,573,0.16999999999999998,0.0,0.02,0.7407458823117302
199,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,가정식,명륜진사갈비제주연동점,제주시,노형동,제주 제주시 원노형로 54,33.48381493,126.4845008,567,29.239999999999995,0.96,4.25,0.7701106784160896
226,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,어촌마당,제주시,연동,제주 제주시 연동 273-45,33.48624828,126.4918179,559,0.35,0.03,0.07,1.1374352449784966
245,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,제주부엌,제주시,노형동,제주 제주시 원노형로 37,33.485328773474,126.485173825212,551,1.2,0.65,0.75,0.6707184269299192
261,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,하여금,제주시,노형동,제주 제주시 원노형4길 11,33.485106843421,126.482509370182,535,0.49,0.64,0.61,0.5597496699785567
218,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,도시락,소영식당,제주시,연동,제주 제주시 삼무로9길 16,33.49228692,126.4946293,525,0.32,0.02,0.060000000000000005,1.3560964667038784
253,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,카페시도,제주시,연동,제주 제주시 성신로2길 23-5,33.49253422,126.4875447,522,0.64,0.02,0.08,0.7364194437164315
208,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,빠빠라기신제주점,제주시,연동,제주 제주시 신광로 45,33.488014798232,126.4902917213,430,2.86,0.22,0.65,0.9462530681476732
195,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,돈풍,제주시,노형동,제주 제주시 노형동 915-10,33.4867263,126.4851818,351,0.54,0.12,0.16,0.5659441277816387
260,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,프로젝트064,제주시,연동,제주 제주시 신광로4길 13,33.488777751493,126.48853539092,347,8.07,0.18000000000000002,1.2,0.7707760576531629
265,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,황가네뚝배기,제주시,연동,제주 제주시 삼무로11길 24,33.49157091,126.4958038,347,0.7,0.73,0.74,1.449925817749147
205,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,커피,배스킨라빈스신제주점,제주시,노형동,제주 제주시 도령로 52,33.48860919,126.4843312,305,2.11,0.16,0.41000000000000003,0.39522076341446283
206,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,베이커리.디저트,아이스크림/빙수,베스킨라빈스제주도청점,제주시,연동,제주 제주시 신대로 124,33.48637321,126.4961626,305,1.94,0.060000000000000005,0.29,1.5182269655977465
181,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,고니식당,제주시,연동,제주 제주시 신대로 119,33.48658783,126.4967615,294,0.9400000000000001,0.03,0.12,1.5664468151967452
210,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,빽다방제주연동사거리점,제주시,연동,제주 제주시 선덕로 1,33.48584204,126.496968,287,3.42,0.08,0.42000000000000004,1.6058035923675105
246,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,제주세호해장국연동점,제주시,연동,제주 제주시 신광로 12,33.49124734,126.4899559,240,1.92,0.46,0.61,0.9085805887540181
247,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,제주세호해장국제주본점,제주시,노형동,제주 제주시 원노형3길 39,33.48652443,126.4819467,240,0.96,0.22,0.3,0.39403431861973154
197,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,메가커피제주도청점,제주시,연동,제주 제주시 신대로7길 3,33.491959139887,126.497335770381,221,1.4,0.16999999999999998,0.33999999999999997,1.5967137968404075
198,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,메가커피제주연동점,제주시,연동,제주 제주시 과원북2길 48,33.478722883023,126.487601910868,221,0.93,0.03,0.16,1.4045868743447014
230,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,영건식당,제주시,연동,제주 제주시 신대로16길 44,33.48712091,126.4916629,202,2.18,0.05,0.27,1.0936834858508684
188,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,노조미,제주시,연동,제주 제주시 국기로2길 2-3,33.47952131946,126.490234667746,201,0.91,0.11,0.23,1.4668942857745373
200,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,피자.치킨.햄버거,치킨,모니카옛날통닭,제주시,연동,제주 제주시 도령로13길 16-3,33.49295848,126.4890653,156,1.98,0.18,0.33,0.8844492977598767
212,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,산우정,제주시,연동,제주 제주시 은남4길 29,33.48623131,126.4926467,154,6.16,0.26,0.81,1.2104352755034526
277,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,양식,양식,하라케케,서귀포시,대륜동,제주 서귀포시 속골로 29-10,33.24225341,126.5280498,4625,6.2299999999999995,3.2399999999999998,3.66,3.1832264245859
269,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,카페,커피,벙커하우스,서귀포시,대륜동,제주 서귀포시 막숙포로41번길 66,33.24071393,126.5191273,4056,14.399999999999999,3.6,4.78,4.022753120607388
274,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,커피,카페귤꽃다락,서귀포시,대륜동,제주 서귀포시 이어도로1027번길 34,33.24641661,126.5225398,3203,1.9299999999999997,2.6500000000000004,2.69,3.703611298381374
270,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,해물탕,삼성혈해물탕서귀포점,서귀포시,대륜동,제주 서귀포시 서호남로32번길 31-1,33.24879788,126.5143018,1282,4.37,1.56,1.92,4.493138999500194
276,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,가정식,테왁,서귀포시,대륜동,제주 서귀포시 서호남로32번길 10-4,33.24962907,126.5151998,1180,6.16,1.5499999999999998,2.07,4.423079127262632
272,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,가정식,양혜란식당,서귀포시,대륜동,제주 서귀포시 서호남로32번길 41,33.24977526,126.5146071,1079,8.940000000000001,1.62,2.41,4.4800044580678975
268,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,카페,커피,레스카페,서귀포시,대륜동,제주 서귀포시 이어도로1027번길 29,33.24577537,126.5209304,971,1.21,0.02,0.15,3.847916497236196
271,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,가정식,소낭집,서귀포시,대륜동,제주 서귀포시 막숙포로37번길 12,33.23815746,126.5164452,696,13.099999999999998,0.79,2.09,4.30298949268195
273,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,순두부,일품순두부신시가지점,서귀포시,대륜동,제주 서귀포시 서호남로32번길 31,33.24863524,126.5142723,621,16.8,1.1600000000000001,2.87,4.49362700379827
278,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,일식.회,회,하영횟집,서귀포시,대륜동,제주 서귀포시 이어도로 1043,33.24526823,126.5222587,285,3.69,1.14,1.44,3.7215834083162402
275,제주 골드원 호텔 스위트,제주특별자치도 서귀포시 이어도로 1032,33.243715,126.562234,서귀포시,한식,커피,카페오늘의바다,서귀포시,대륜동,제주 서귀포시 이어도로 990,33.24164464,126.5185429,96,0.31,0.08,0.11,4.06973174905565
287,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,은희네해장국,서귀포시,중문동,제주 서귀포시 중문관광로 348,33.2510389,126.4317461,6863,16.47,5.800000000000001,7.02,12.120935163564708
289,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,중문가람돌솥밥,서귀포시,중문동,제주 서귀포시 중문관광로 332,33.24965422,126.4313309,6564,10.8,14.97,15.110000000000001,12.165232654473511
292,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,일식.회,일식,한스시,서귀포시,중문동,제주 서귀포시 천제연로 238,33.25125024,126.4299181,2414,0.44,0.08,0.13,12.290148240758764
279,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,누이밥집,서귀포시,중문동,제주 서귀포시 중산간서로 695,33.26288282,126.4408282,2043,7.039999999999999,2.54,3.05,11.3101488825343
284,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,피자.치킨.햄버거,햄버거,불턱버거클럽,서귀포시,중문동,제주 서귀포시 일주서로570번길 1,33.25311031,126.4480949,1857,6.569999999999999,2.4800000000000004,2.96,10.595905280089355
286,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,일식.회,일식,스시망고,서귀포시,중문동,제주 서귀포시 1100로 171,33.26263526,126.4433761,1549,7.93,6.6899999999999995,7.08,11.071783340574104
288,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,면류,제주돌하르방밀면,서귀포시,중문동,제주 서귀포시 중문관광로 331,33.24987023,126.4305866,647,1.75,0.68,0.8200000000000002,12.233368519895928
282,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,고기,돼지고기,돈사돈중문점,서귀포시,중문동,제주 서귀포시 천제연로 264-1,33.25084848,126.4330908,452,0.35000000000000003,1.48,1.4900000000000002,11.996629881388598
285,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,소담명가찰솥밥,서귀포시,중문동,제주 서귀포시 천제연로 357,33.25242102,126.4427203,390,1.33,0.66,0.7500000000000001,11.096880417577308
280,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,대포칼제비,서귀포시,중문동,제주 서귀포시 중문관광로 338,33.25023287,126.43146,382,2.81,0.62,0.8699999999999999,12.150614857390174
291,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,가정식,중문큰집어멍,서귀포시,중문동,제주 서귀포시 중문관광로 336,33.250016402869,126.431453154749,300,0.30000000000000004,0.81,0.78,12.152192658823285
281,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,고기,돼지고기,돈블럭,서귀포시,중문동,제주 서귀포시 천제연로 303,33.25142205,126.4371152,288,0.06,0.14,0.14,11.620621003446862
290,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,단품요리 전문,중문별장,서귀포시,중문동,제주 서귀포시 천제연로 337,33.25234461489,126.440221386894,212,0.14,0.02,0.04,11.329373347597484
283,제주 일레인 호텔,제주특별자치도 서귀포시 일주서로 660,33.254332,126.562036,서귀포시,한식,단품요리 전문,동백정원,서귀포시,중문동,제주 서귀포시 이어도로343번길 117,33.24963573,126.4463751,92,0.28,0.11,0.13,10.767837114710042
302,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,일식.회,회,표선수산마트,서귀포시,표선면,제주 서귀포시 표선면 표선중앙로110번길 3-4,33.32540318,126.8360411,3612,2.61,0.94,1.12,1.0368923832982695
296,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,면류,당케올레국수,서귀포시,표선면,제주 서귀포시 표선면 민속해안로 584,33.32524691,126.8434432,3420,7.14,5.6899999999999995,6.01,1.493857193723244
306,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,가정식,한라산아래첫마을표선민속촌점,서귀포시,표선면,제주 서귀포시 표선면 민속해안로 631-34,33.32254534,126.8418679,2535,14.440000000000001,4.73,5.85,1.2087952642971764
301,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,일식.회,회,표선수산,서귀포시,표선면,제주 서귀포시 표선면 표선백사로103번길 4-3,33.32478914,126.8359418,2437,7.24,0.0,0.75,0.9735275201989424
300,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,고기,돼지고기,칠돈가표선직영점,서귀포시,표선면,제주 서귀포시 표선면 표선당포로 13-1,33.32586565,126.8440472,1979,3.7,10.389999999999999,10.06,1.579894955038374
307,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,가정식,희동이네,서귀포시,표선면,제주 서귀포시 표선면 표선중앙로 101,33.32587732,126.8346815,1912,0.37,0.03,0.060000000000000005,1.0282560928681777
297,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,면류,돌담칼국수,서귀포시,표선면,제주 서귀포시 표선면 민속해안로 582,33.32523879,126.84354,1272,1.05,1.41,1.41,1.5006049395848078
293,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,면류,국수앤,서귀포시,표선면,제주 서귀포시 표선면 표선당포로 19-3,33.32625481,126.8442032,1265,5.82,2.8899999999999997,3.28,1.617679032451027
304,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,면류,표선칼국수,서귀포시,표선면,제주 서귀포시 표선면 민속해안로 578-3,33.32515504,126.8442284,997,0.8900000000000001,0.9000000000000001,0.9299999999999999,1.5476388014637996
298,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,피자.치킨.햄버거,햄버거,롯데리아제주표선해변점,서귀포시,표선면,제주 서귀포시 표선면 표선백사로 127,33.32676992,126.8366029,960,14.160000000000002,1.29,2.63,1.1949747590889892
303,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,가정식,표선어촌식당,서귀포시,표선면,제주  서귀포시  표선면  민속해안로  578-7 표선어촌식당,33.32527473,126.8444954,559,5.01,1.19,1.6099999999999999,1.5756400440506004
305,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,단품요리 전문,표선하다,서귀포시,표선면,제주 서귀포시 표선면 표선당포로 21-3,33.326457238079,126.844640858793,248,0.11,0.07,0.08,1.6636168434298446
295,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,회,다미진횟집,서귀포시,표선면,제주 서귀포시 표선면 민속해안로 578-1,33.32509915,126.8440358,200,0.98,0.32,0.39,1.529352831974592
299,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,고기,가정식,제주흑돈세상수라간표선점,서귀포시,표선면,제주 서귀포시 표선면 표선당포로 23,33.32638751,126.8448995,193,0.27,0.69,0.69,1.6780611656649398
294,해비치 호텔 & 리조트,제주 서귀포시 표선면 민속해안로 537,33.317332,126.830452,서귀포시,한식,회,금데기횟집,서귀포시,표선면,제주 서귀포시 표선면 표선당포로 19-5,33.32632553,126.8440519,94,1.48,0.57,0.7,1.6114666211201736
320,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,고기,돼지고기,연돈,서귀포시,예래동,제주 서귀포시 일주서로 968-10,33.2589039,126.4071702,28461,7.51,16.54,16.19,9.847724753355346
317,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,고기,가정식,숙성도중문점,서귀포시,예래동,제주 서귀포시 일주서로 966,33.25858532,126.4076374,22151,11.99,54.150000000000006,51.91,9.799878178829164
308,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,국수바다본점,서귀포시,예래동,제주 서귀포시 일주서로 982,33.25849314,126.4060723,6322,5.590000000000001,6.84,6.939999999999999,9.942755515587287
323,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,단품요리 전문,중문색달통갈치,서귀포시,예래동,제주 서귀포시 일주서로 993,33.25830247,126.4045627,5062,2.3200000000000003,18.17,17.19,10.079201068058154
312,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,고기,돼지고기,돈이랑,서귀포시,예래동,제주 서귀포시 일주서로 953,33.25770235,126.4090914,4770,3.0900000000000003,21.150000000000002,20.07,9.653049825026136
310,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,덤장중문점,서귀포시,예래동,제주 서귀포시 천제연로 17,33.25770884,126.4081899,2956,4.73,7.06,7.1000000000000005,9.736300422653956
324,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,분식,중문해물라면오빠네본점,서귀포시,예래동,제주 서귀포시 일주서로 962,33.25830988,126.4079536,2690,0.53,3.96,3.7600000000000007,9.766667675113466
322,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,해장국,중문미향해장국본점,서귀포시,예래동,제주 서귀포시 일주서로 962,33.25830988,126.4079536,2348,6.959999999999999,2.24,2.8000000000000003,9.766667675113466
325,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,형제도식당,서귀포시,예래동,제주 서귀포시 일주서로 915,33.25786042,126.4129947,1936,1.58,7.760000000000001,7.590000000000001,9.295441879615119
