,숙박업명,숙박업주소,숙박위도,숙박경도,구역,대분류명,중분류명,식당명,도시명,행정동명,식당주소,식당위도,식당경도,검색량합계값,제주도민매출금액비율,외지인매출금액비율,전체매출금액비율,숙박_식당 거리
143,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,고기,가정식,해심가든,서귀포시,중문동,제주 서귀포시 천제연로 203-4,33.25192863,126.4265259,2181,14.360000000000001,6.33,7.319999999999999,12.298051048503952
86,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,가시어멍식당,서귀포시,중문동,제주 서귀포시 중문로5번길 13,33.25289843,126.4219479,2120,5.59,0.18999999999999997,0.77,12.726402739218884
108,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,오후새우시,서귀포시,중문동,제주 서귀포시 천제연로 184,33.25159241,126.4241819,2014,1.0,2.06,2.0100000000000002,12.515212300809857
87,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,갑순이네,서귀포시,중문동,제주 서귀포시 천제연로 170,33.25177385,126.4228481,1985,1.66,0.30000000000000004,0.42,12.63960820359992
128,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,중문수원음식점,서귀포시,예래동,제주 서귀포시 천제연로 83,33.25532117,126.414661,1946,1.55,7.279999999999999,7.03,13.413999194821997
129,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,중문식당,서귀포시,중문동,제주 서귀포시 중문로5번길 13,33.25289843,126.4219479,1801,2.2,0.12,0.3400000000000001,12.726402739218884
109,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,용이식당중문점,서귀포시,중문동,제주 서귀포시 중문상로 32,33.25121103,126.4253906,1736,13.690000000000001,0.6699999999999999,1.99,12.402110307824604
126,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,중문생선구이,서귀포시,중문동,제주 서귀포시 중문관광로 323,33.24924137,126.4300506,1726,3.4200000000000004,4.82,4.82,11.967330513226907
105,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,고기,돼지고기,숙성돈가,서귀포시,중문동,제주 서귀포시 중문관광로 312,33.24796996,126.4306103,1681,4.3500000000000005,4.62,4.75,11.91644681604772
85,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,피자.치킨.햄버거,양식,KFC서귀포중문DT점,서귀포시,예래동,제주 서귀포시 중문관광로 90,33.25027466,126.4141405,1675,18.050000000000004,1.9999999999999998,3.64,13.447074026937933
97,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,만족한상회,서귀포시,중문동,제주 서귀포시 중문상로 58-5,33.25348296,126.4268092,1589,2.0999999999999996,5.7299999999999995,5.6000000000000005,12.276746228915261
106,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,해장국,쉬멍해장국중문점,서귀포시,예래동,제주 서귀포시 천제연로 85,33.25528812,126.4148977,1532,4.55,1.74,2.08,13.391838249201642
113,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,장가네해장국,서귀포시,중문동,제주 서귀포시 중문상로17번길 4,33.25030098,126.4240119,1486,6.54,0.84,1.42,12.529167298320873
138,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,베이커리.디저트,베이커리,파리바게뜨제주중문점,서귀포시,중문동,제주 서귀포시 천제연로 186,33.2516219,126.4243745,1459,12.31,1.23,2.3499999999999996,12.497367341572346
98,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,맛존디,서귀포시,중문동,제주 서귀포시 중문로 86,33.25868009,126.4271238,1283,0.27999999999999997,0.88,0.86,12.282039797153198
135,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,고기,돼지고기,칠돈가직영점,서귀포시,중문동,제주 서귀포시 천제연로 137,33.25372995,126.41998,1249,2.71,12.86,12.329999999999998,12.9123519171749
139,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,일식.회,일식,퍼랭,서귀포시,예래동,제주 서귀포시 중문관광로 5,33.25741676,126.4156748,1247,15.379999999999999,6.85,7.720000000000001,13.333188823848683
96,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,카페,커피,마노커피하우스,서귀포시,중문동,제주 서귀포시 천제연로188번길 6-6,33.25136421,126.4239607,1213,3.4899999999999998,1.78,2.02,12.535331468055151
140,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,피자.치킨.햄버거,치킨,페리카나중문점,서귀포시,중문동,제주 서귀포시 천제연로185번길 3-1,33.25219715,126.4242354,1178,6.760000000000001,0.35000000000000003,1.0100000000000002,12.511672839276185
132,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,착한전복제주중문점,서귀포시,예래동,제주 서귀포시 천제연로 119,33.25453781,126.4182807,1163,4.68,3.1900000000000004,3.45,13.073801153554099
115,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,고기,돼지고기,정직한돈중문점,서귀포시,예래동,제주 서귀포시 일주서로 827,33.25870127,126.4223909,1110,2.51,4.31,4.25,12.720830068967858
99,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,피자.치킨.햄버거,양식,맥도날드제주중문DT점,서귀포시,예래동,제주 서귀포시 중문관광로 38,33.25495622,126.413616,1049,7.94,1.23,1.88,13.509175391608968
116,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,피자.치킨.햄버거,치킨,정직한통닭중문점,서귀포시,중문동,제주 서귀포시 천제연로213번길 44,33.25501601,126.4282626,947,2.4400000000000004,0.09,0.31,12.149115848585298
114,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,정이가네중문,서귀포시,중문동,제주 서귀포시 천제연로 135,33.25370892,126.4197443,892,3.91,0.65,0.99,12.934169572903041
92,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,덕승식당중문점,서귀포시,중문동,제주 서귀포시 천제연로207번길 7,33.25238218,126.4267431,660,3.05,0.54,0.78,12.279075342913268
119,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,면류,제주돌하르방밀면,서귀포시,중문동,제주 서귀포시 중문관광로 331,33.24987023,126.4305866,647,1.75,0.68,0.8200000000000002,11.917531504699166
111,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,단품요리 전문,윤꽈배기,서귀포시,중문동,제주 서귀포시 천제연로 214,33.25142692,126.4274899,584,0.52,0.05,0.09000000000000001,12.207320499297412
141,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,단품요리 전문,한그릇,서귀포시,예래동,제주  서귀포시  중문관광로  7 한그릇  (색달동),33.2573146,126.4154406,583,4.289999999999999,0.8300000000000001,1.24,13.354174475518139
137,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,틈새식당,서귀포시,중문동,제주  서귀포시  중문동 2007-1번지,33.25201682,126.4270823,531,2.49,0.6,0.81,12.246545602746403
118,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,제주당,서귀포시,중문동,제주 서귀포시 천제연로 159,33.2525357,126.4217828,444,0.38,0.03,0.06,12.74061480862992
100,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,카페,커피,메가커피중문점,서귀포시,중문동,제주 서귀포시 천제연로 182,33.25160718,126.4239241,429,0.79,0.2,0.26,12.539211421361948
90,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,대포칼제비,서귀포시,중문동,제주 서귀포시 중문관광로 338,33.25023287,126.43146,382,2.81,0.62,0.8699999999999999,11.836527573785421
107,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,베이커리.디저트,도너츠,오또도넛,서귀포시,중문동,제주 서귀포시 중문상로 87,33.25590695,126.4274203,355,3.42,0.21000000000000002,0.49000000000000005,12.232715763987887
130,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,중문큰집어멍,서귀포시,중문동,제주 서귀포시 중문관광로 336,33.250016402869,126.431453154749,300,0.30000000000000004,0.81,0.78,11.83701988965445
121,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,피자.치킨.햄버거,치킨,제주스럽닭,서귀포시,중문동,제주 서귀포시 중문동 2140-32번지,33.25087804,126.4233041,283,0.0,0.05,0.04,12.595604149316996
145,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,중식,중식,호서식당,서귀포시,중문동,제주 서귀포시 천제연로 154-1,33.25241266,126.4213236,244,0.02,0.0,0.0,12.782945783591007
117,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,해장국,제주고사리해장국중문본점,서귀포시,중문동,제주 서귀포시 중문관광로301번길 3,33.247041244907,126.429317398777,232,0.21000000000000002,0.26,0.26,12.03855774955098
125,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,단품요리 전문,중문바다향,서귀포시,중문동,제주 서귀포시 천제연로188번길 11,33.25091239,126.4245911,227,0.25,0.28,0.27,12.475982766383172
102,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,베이커리.디저트,아이스크림/빙수,베스킨라빈스중문점,서귀포시,중문동,제주 서귀포시 천제연로 181,33.251960619279,126.424067988164,205,0.63,0.11,0.2,12.526632406307195
110,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,가정식,육떡식당,서귀포시,중문동,제주 서귀포시 천제연로178번길 19,33.250269590745,126.423669132432,204,0.18,0.18,0.18,12.561016223730366
136,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,카페,커피,카페1950,서귀포시,예래동,제주 서귀포시 중문관광로 90,33.25027466,126.4141405,201,0.98,0.21,0.29000000000000004,13.447074026937933
104,베니키아 중문 호텔,제주특별자치도 서귀포시 천제연로 166,33.249422,126.558743,서귀포시,한식,단품요리 전문,삼강식당중문점,서귀포시,중문동,제주 서귀포시 천제연로178번길 3,33.251452172502,126.423787393243,84,0.92,0.15,0.26,12.551610745504293
157,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,고기,돼지고기,제주돈애월점,제주시,애월읍,제주 제주시 애월읍 신엄로 28,33.47309274,126.3644482,12730,5.45,1.18,1.6400000000000001,3.3427254239027695
162,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,고기,돼지고기,흑돼지,제주시,애월읍,제주 제주시 애월읍 부룡수길 8,33.474963,126.3538596,8181,0.08,0.2,0.19,2.5412649491448476
158,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,베이커리.디저트,베이커리,제주만주,제주시,애월읍,제주 제주시 애월읍 일주서로 6707,33.47210191,126.3686192,4856,11.100000000000001,6.1499999999999995,6.77,3.677939218094205
155,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,가정식,애월찜,제주시,애월읍,제주 제주시 애월읍 애월해안로 454-5,33.47655518,126.3542706,3118,2.4499999999999997,4.21,4.2,2.6693463719987087
161,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,가정식,해녀의집,제주시,애월읍,제주 제주시 애월읍 애월해안로 591,33.47842657,126.36693,2338,3.24,5.430000000000001,5.379999999999999,3.7886700132213718
151,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,양식,양식,앙데팡당,제주시,애월읍,제주 제주시 애월읍 신엄안3길 136-5,33.47367239,126.353755,2138,8.74,0.6400000000000001,1.37,2.4609456322748153
156,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,분식,분식,이순신김밥,제주시,애월읍,제주 제주시 애월읍 애월해안로 482-1,33.47782986,126.3558925,1659,2.87,1.58,1.73,2.873643961354461
150,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,단품요리 전문,새물,제주시,애월읍,제주 제주시 애월읍 애월해안로 620,33.47868198,126.3698945,1450,1.33,1.41,1.44,4.048041801243669
146,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,단품요리 전문,구이사이,제주시,애월읍,제주 제주시 애월읍 일주서로 6699,33.47186766,126.3679459,1097,2.75,0.97,1.21,3.6107519403634476
149,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,카페,커피,빽다방제주애월좋은마트점,제주시,애월읍,제주 제주시 애월읍 일주서로 6679,33.470926,126.3655862,777,4.5,0.39999999999999997,0.8800000000000001,3.3719195005898963
147,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,양식,양식,당당,제주시,애월읍,제주 제주시 애월읍 중엄안1길 25,33.47443973,126.3708883,726,2.27,0.99,1.1800000000000002,3.9562033308659283
148,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,단품요리 전문,뚱딴지,제주시,애월읍,제주 제주시 애월읍 부룡수길 17,33.47468843,126.3549083,564,2.73,3.53,3.63,2.6094656925885995
159,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,카페,커피,카페쌀쌀,제주시,애월읍,제주 제주시 애월읍 신엄로 51,33.47512803,126.3642809,422,0.37,0.28,0.31,3.410735729217457
152,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,가정식,애월삼육공,제주시,애월읍,제주 제주시 애월읍 중엄3길 50,33.477983539569,126.371628877,383,0.64,1.55,1.49,4.162290627921734
153,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,카페,커피,애월아시시,제주시,애월읍,제주 제주시 애월읍 애월해안로 474,33.47762859,126.3549926,354,1.15,0.30000000000000004,0.39,2.7925398860868653
160,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,카페,커피,커피빈제주애월DT점,제주시,애월읍,제주 제주시 애월읍 애월해안로 560,33.478080749926,126.363267902318,162,1.81,0.28,0.48,3.47027452255619
154,베니키아호텔제주(구. 뉴베니키아호텔제주),제주 제주시 애월읍 애월해안로 554-6,33.463042,126.330485,제주시,한식,단품요리 전문,애월전분공장,제주시,애월읍,제주 제주시 애월읍 중엄3길 60,33.47835372,126.3702987,157,0.61,0.1,0.15,4.06651842344202
173,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,고기,돼지고기,제주돈애월점,제주시,애월읍,제주 제주시 애월읍 신엄로 28,33.47309274,126.3644482,12730,5.45,1.18,1.6400000000000001,0.5466681756495225
178,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,고기,돼지고기,흑돼지,제주시,애월읍,제주 제주시 애월읍 부룡수길 8,33.474963,126.3538596,8181,0.08,0.2,0.19,0.4572860531997241
174,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,베이커리.디저트,베이커리,제주만주,제주시,애월읍,제주 제주시 애월읍 일주서로 6707,33.47210191,126.3686192,4856,11.100000000000001,6.1499999999999995,6.77,0.9485315190328791
170,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,가정식,애월우니담,제주시,애월읍,제주 제주시 애월읍 고내로13길 107,33.47258293,126.3484398,4792,3.4000000000000004,10.44,10.089999999999998,0.9672830318807693
171,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,가정식,애월찜,제주시,애월읍,제주 제주시 애월읍 애월해안로 454-5,33.47655518,126.3542706,3118,2.4499999999999997,4.21,4.2,0.489148402107342
167,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,고기,돼지고기,순희네흑돼지,제주시,애월읍,제주 제주시 애월읍 애월해안로 384-8,33.47234045,126.3491867,2455,0.15000000000000002,1.2200000000000002,1.1500000000000001,0.9048949220508371
177,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,가정식,해녀의집,제주시,애월읍,제주 제주시 애월읍 애월해안로 591,33.47842657,126.36693,2338,3.24,5.430000000000001,5.379999999999999,0.8990284174495272
168,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,양식,양식,앙데팡당,제주시,애월읍,제주 제주시 애월읍 신엄안3길 136-5,33.47367239,126.353755,2138,8.74,0.6400000000000001,1.37,0.4614386603836192
172,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,분식,분식,이순신김밥,제주시,애월읍,제주 제주시 애월읍 애월해안로 482-1,33.47782986,126.3558925,1659,2.87,1.58,1.73,0.4836982014726552
163,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,단품요리 전문,구이사이,제주시,애월읍,제주 제주시 애월읍 일주서로 6699,33.47186766,126.3679459,1097,2.75,0.97,1.21,0.8951288856066305
165,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,단품요리 전문,명리동식당애월점,제주시,애월읍,제주 제주시 애월읍 애월해안로 384-7,33.47234603,126.3496061,952,3.0,2.41,2.55,0.8668799104057928
166,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,카페,커피,빽다방제주애월좋은마트점,제주시,애월읍,제주 제주시 애월읍 일주서로 6679,33.470926,126.3655862,777,4.5,0.39999999999999997,0.8800000000000001,0.7334534861809157
164,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,한식,단품요리 전문,뚱딴지,제주시,애월읍,제주 제주시 애월읍 부룡수길 17,33.47468843,126.3549083,564,2.73,3.53,3.63,0.35610284596453606
175,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,카페,커피,카페쌀쌀,제주시,애월읍,제주 제주시 애월읍 신엄로 51,33.47512803,126.3642809,422,0.37,0.28,0.31,0.5291010419502024
169,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,카페,커피,애월아시시,제주시,애월읍,제주 제주시 애월읍 애월해안로 474,33.47762859,126.3549926,354,1.15,0.30000000000000004,0.39,0.5163030121879811
176,수앤수리조트(구.수앤수가족호텔),제주 제주시 애월읍 부룡수길 60,33.4741615,126.3586953,제주시,카페,커피,커피빈제주애월DT점,제주시,애월읍,제주 제주시 애월읍 애월해안로 560,33.478080749926,126.363267902318,162,1.81,0.28,0.48,0.6081031543719547
232,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,우리솥해장국,제주시,연동,제주 제주시 연삼로 10,33.49346157,126.4933607,66813,3.01,0.15000000000000002,0.42,1.2766720855658404
229,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,연한돈,제주시,연동,제주 제주시 선덕로 6,33.48549506,126.4973506,28461,6.800000000000001,0.17,0.8300000000000001,1.6507230089827531
231,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,면류,올래국수,제주시,연동,제주 제주시 귀아랑길 24,33.49150806,126.4973113,15026,4.470000000000001,10.18,9.959999999999999,1.5876825655360454
183,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,곰돌식당,제주시,연동,제주 제주시 연동1길 10,33.48908723,126.486561,10005,1.0299999999999998,0.32,0.42000000000000004,0.5846537666791286
213,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,삼대국수회관신제주점,제주시,연동,제주 제주시 신대로20길 32,33.48385821,126.4932258,8530,11.309999999999999,1.1,2.1500000000000004,1.3673839734143465
233,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,유리네식당,제주시,연동,제주 제주시 연동 427-1,33.48147112,126.4971081,7081,15.28,11.07,11.89,1.8118004641439545
241,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,제주국담,제주시,연동,제주 제주시 신대로12길 17,33.48860942,126.4947037,4541,1.58,1.2100000000000002,1.29,1.3409439374372885
214,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,면류,삼무국수,제주시,연동,제주 제주시 연동 271-10,33.49059277,126.4909894,4400,10.370000000000001,7.680000000000001,8.24,0.9939344428134309
189,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,논짓물,제주시,연동,제주  제주시  신대로12길  41 (연동),33.48865066,126.4921637,4102,7.31,12.379999999999999,12.28,1.1062437447908553
237,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,양식,양식,인스,제주시,연동,제주 제주시 과원북4길 95,33.48110753,126.4916704,4035,2.5,0.47000000000000003,0.7000000000000001,1.4291896023094441
185,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,면류,국수만찬,제주시,연동,제주 제주시 은남3길 1,33.48713155,126.4955039,3814,7.71,2.73,3.31,1.4394755214901094
267,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,황금어장,제주시,연동,제주 제주시 연동 294-114,33.48438103,126.4954439,3745,36.57,7.07,10.39,1.5268514057210154
266,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,황금돈가,제주시,연동,제주 제주시 국기로2길 4,33.47991845,126.4902708,3713,11.620000000000001,0.28,1.47,1.434921425007682
252,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,카페로드,제주시,노형동,제주 제주시 원노형로 13,33.48746945,126.48476,3543,8.19,0.02,0.79,0.4867459342926155
186,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,그라나다,제주시,노형동,제주 제주시 1100로 3308,33.48161779,126.4817741,3337,8.26,0.24,1.08,0.9194028060635612
234,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,은희네해장국2호점,제주시,연동,제주 제주시 연북로 178,33.48140139,126.5002832,3307,44.010000000000005,3.45,7.54,2.0738759573739314
220,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,순수한둠비연동점,제주시,노형동,제주 제주시 원노형로 36,33.48551281,126.4847402,3272,12.190000000000001,0.41,1.6099999999999999,0.6287457954103203
207,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,단품요리 전문,복덕이네,제주시,연동,제주 제주시 도령로13길 15,33.49272351,126.4880331,3181,3.5,0.02,0.35,0.7863598922565027
194,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,돈가,제주시,연동,제주 제주시 문송길 36,33.48643851,126.4970868,3108,14.06,0.6400000000000001,2.01,1.5996308887966824
192,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,대춘해장국노형점,제주시,노형동,제주 제주시 원노형로 11,33.487619,126.4844561,2874,48.349999999999994,3.4299999999999997,7.97,0.4540358484799845
180,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,거북이,제주시,연동,제주 제주시 국기로3길 9-9,33.47967262,126.490813,2845,3.6300000000000003,0.15000000000000002,0.48,1.4883506343325998
211,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,카페,커피,빽다방제주제원점,제주시,연동,제주 제주시 신광로 56,33.48720628,126.4897893,2793,3.89,0.13999999999999999,0.53,0.9246863175085411
243,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,가정식,제주마음,제주시,노형동,제주 제주시 원노형3길 13,33.48644813,126.4845518,2766,11.7,19.64,19.580000000000002,0.5413235860367143
263,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,한라산해장국,제주시,연동,제주 제주시 은남길 25,33.48738955,126.4959621,2710,3.5900000000000003,0.35,0.7,1.4756102229596906
201,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,모이세본점,제주시,노형동,제주 제주시 원노형남1길 24,33.48385269,126.483166,2452,14.389999999999999,2.17,3.4200000000000004,0.7118282453648432
202,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,모이세해장국연동점,제주시,연동,제주 제주시 연동11길 42,33.48621813,126.4930451,2452,18.05,0.99,2.7199999999999998,1.2458705944879696
222,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,면류,신제주보말칼국수제주본점,제주시,연동,제주 제주시 선덕로5길 19,33.48790847,126.5000957,2399,6.819999999999999,2.6,3.11,1.8464420288900918
204,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,한식,해장국,미풍해장국연동점,제주시,연동,제주 제주시 제원길 7,33.48924156,126.4896033,2348,10.379999999999999,1.67,2.5700000000000003,0.8636486067639584
235,신라스테이제주,제주특별자치도 제주시 노연로 100,33.489796,126.480314,제주시,고기,돼지고기,이금돈지,제주시,연동,제주 제주시 연동 293-44,33.48608398,126.4953607,2321,6.710000000000001,10.54,10.64,1.4551520727436733
