PC1,PC2,PC3,숙박업명
-0.7882225484383452,0.11861073488410717,-0.46522368171934103,플레이스 캠프 제주
1.536179069172803,1.8206093034610566,0.22061253172010895,호텔 스카브로
0.20941979285761514,-0.4106672670439746,0.1918801156670106,카사로마 호텔
-1.55952004952994,-0.2046140978812422,1.6177752178245577,어반스테이 제주연동
-0.912608353820318,-0.3393177061301651,1.2684000848508528,벤티모 호텔 앤 레지던스 제주
-0.26029394154181795,0.016092871178321172,-0.03823612287391209,파크 선샤인 제주
-1.514991328798499,0.0695014641863014,0.07271217787559837,제주 노블피아 호텔
0.1705836949491567,3.092731712120829,3.0973473603020656,호텔 화인
-1.945278896952822,-0.10037064095131208,-0.43490608560925365,"헤이, 서귀포"
-1.4299220033735052,-0.8422270031746436,-0.904605419281916,신신호텔 천지연
-1.3552290309527018,-0.1878690777798316,-1.4569800161482702,신신호텔 제주월드컵
-1.2107429913128123,0.9988904986408292,-1.5446165752921006,호텔 케니 모슬포
-0.9545841601079484,1.7229239216691685,-0.9794459583503813,담모라 리조트
-0.08991187911745156,1.3932056462717464,-0.7675513910237263,산방산 호텔
0.31712730503963704,0.20645540470781562,0.09344379657523234,블룸 호텔
0.6054124850354997,1.942993741677885,1.7029636566234228,르메인 호텔 협재
