분석년월,중분류명,외지인매출금액비율
2022-10,주점및주류판매,0.031013071895424838
2022-10,패스트푸드,0.032808022922636106
2022-10,한식,0.08431972422708177
2022-11,고기,0.11443289224952741
2022-11,기타,0.14791666666666667
2022-11,베이커리.디저트,0.10087179487179487
2022-11,분식,0.044489795918367346
2022-11,양식,0.10493827160493827
2022-11,일식.회,0.18506550218340612
2022-11,주점,0.07864077669902912
2022-11,주점및주류판매,0.038641975308641975
2022-11,중식,0.059184782608695655
2022-11,카페,0.08865401207937877
2022-11,피자.치킨.햄버거,0.037259259259259256
2022-11,한식,0.08866966487741187
2022-12,고기,0.11508604206500955
2022-12,기타,0.1364227642276423
2022-12,베이커리.디저트,0.10539930555555556
2022-12,분식,0.04066265060240964
2022-12,양식,0.11037267080745342
2022-12,일식.회,0.16915555555555556
2022-12,주점,0.07207920792079209
2022-12,주점및주류판매,0.04107296137339056
2022-12,중식,0.058351648351648355
2022-12,카페,0.08364829396325459
2022-12,피자.치킨.햄버거,0.03696361355081556
2022-12,한식,0.08464992614475629
2023-01,간식,0.07188220230473752
2023-01,고기,0.07622047244094488
2023-01,기타,0.06744680851063829
2023-01,베이커리.디저트,0.10379999999999999
2023-01,부페,0.0275
2023-01,분식,0.07271428571428572
2023-01,아시아음식,0.0814872521246459
2023-01,양식,0.08432624113475178
2023-01,음료,0.05059579439252337
2023-01,일식.회,0.152
2023-01,주점,0.06825
2023-01,주점및주류판매,0.03222222222222222
2023-01,중식,0.059482758620689656
2023-01,카페,0.09341935483870968
2023-01,패스트푸드,0.03645907473309609
2023-01,피자.치킨.햄버거,0.02923076923076923
2023-01,한식,0.07625276715636949
2023-02,간식,0.08071611253196931
2023-02,고기,0.08234375
2023-02,기타,0.08113636363636365
2023-02,베이커리.디저트,0.1159
2023-02,부페,0.02375
2023-02,분식,0.08558823529411763
2023-02,아시아음식,0.08912981455064195
2023-02,양식,0.09434272300469485
2023-02,음료,0.05393800229621125
2023-02,일식.회,0.16388571428571427
2023-02,주점,0.07714285714285715
2023-02,주점및주류판매,0.032509363295880146
2023-02,중식,0.07066666666666667
2023-02,카페,0.105
2023-02,패스트푸드,0.03758318739054291
2023-02,피자.치킨.햄버거,0.03192307692307692
2023-02,한식,0.08758984139730978
2023-03,간식,0.1087719298245614
2023-03,고기,0.08796875
2023-03,기타,0.07955555555555556
2023-03,베이커리.디저트,0.1367676767676768
2023-03,부페,0.024444444444444446
2023-03,분식,0.08102941176470588
2023-03,아시아음식,0.10857342657342657
2023-03,양식,0.1008352668213457
2023-03,음료,0.060468227424749166
2023-03,일식.회,0.19651685393258425
2023-03,주점,0.10556818181818182
2023-03,주점및주류판매,0.03885304659498208
2023-03,중식,0.06333333333333334
2023-03,카페,0.12258785942492012
2023-03,패스트푸드,0.04297872340425532
2023-03,피자.치킨.햄버거,0.03528384279475982
2023-03,한식,0.09941450366554389
2023-04,간식,0.12063432835820895
2023-04,고기,0.098203125
2023-04,기타,0.09250000000000001
2023-04,베이커리.디저트,0.15350515463917527
2023-04,부페,0.07857142857142858
2023-04,분식,0.09411764705882353
2023-04,아시아음식,0.12142061281337048
2023-04,양식,0.11548314606741573
2023-04,음료,0.06858695652173913
2023-04,일식.회,0.2248876404494382
2023-04,주점,0.10045454545454545
2023-04,주점및주류판매,0.04426056338028169
2023-04,중식,0.0775438596491228
2023-04,카페,0.1395859872611465
2023-04,패스트푸드,0.048280701754385966
2023-04,피자.치킨.햄버거,0.03782608695652174
2023-04,한식,0.11380147420147421
2023-05,간식,0.0881840490797546
2023-05,고기,0.0728225806451613
2023-05,기타,0.0684090909090909
2023-05,베이커리.디저트,0.11191919191919192
2023-05,부페,0.0225
2023-05,분식,0.07106060606060606
2023-05,아시아음식,0.07949796472184532
2023-05,양식,0.08506666666666667
2023-05,음료,0.053081896551724135
2023-05,일식.회,0.1523463687150838
2023-05,주점,0.07470588235294118
2023-05,주점및주류판매,0.033417266187050355
2023-05,중식,0.06155172413793104
2023-05,카페,0.09980830670926517
2023-05,패스트푸드,0.038194690265486726
2023-05,피자.치킨.햄버거,0.02899563318777293
2023-05,한식,0.08005285826155051
2023-06,간식,0.08699257425742575
2023-06,고기,0.07007874015748032
2023-06,기타,0.08209302325581395
2023-06,베이커리.디저트,0.11505050505050506
2023-06,부페,0.033749999999999995
2023-06,분식,0.0743939393939394
2023-06,아시아음식,0.08430344827586207
2023-06,양식,0.09429530201342282
2023-06,음료,0.056151351351351346
2023-06,일식.회,0.15216666666666667
2023-06,주점,0.08091954022988505
2023-06,주점및주류판매,0.03507092198581561
2023-06,중식,0.0649122807017544
2023-06,카페,0.10983606557377049
2023-06,패스트푸드,0.040614035087719304
2023-06,피자.치킨.햄버거,0.030625000000000003
2023-06,한식,0.08307609546165884
2023-07,간식,0.0656234096692112
2023-07,고기,0.05047619047619048
2023-07,기타,0.05818181818181818
2023-07,베이커리.디저트,0.08185567010309279
2023-07,부페,0.02625
2023-07,분식,0.06
2023-07,아시아음식,0.059035326086956524
2023-07,양식,0.07240449438202247
2023-07,음료,0.040642105263157896
2023-07,일식.회,0.0967816091954023
2023-07,주점,0.065
2023-07,주점및주류판매,0.023487544483985764
2023-07,중식,0.044385964912280695
2023-07,카페,0.07756578947368421
2023-07,패스트푸드,0.031126516464471406
2023-07,피자.치킨.햄버거,0.026367713004484303
2023-07,한식,0.05823396965247186
2023-08,간식,0.06128826530612245
2023-08,고기,0.051083333333333335
2023-08,기타,0.04837209302325582
2023-08,베이커리.디저트,0.068
2023-08,부페,0.06666666666666667
2023-08,분식,0.054242424242424245
2023-08,아시아음식,0.05518666666666667
2023-08,양식,0.07195991091314032
2023-08,음료,0.03970619097586569
2023-08,일식.회,0.09828571428571428
2023-08,주점,0.05741176470588235
2023-08,주점및주류판매,0.02142335766423358
2023-08,중식,0.04410714285714285
2023-08,카페,0.07452145214521452
2023-08,패스트푸드,0.030401396160558466
2023-08,피자.치킨.햄버거,0.02410958904109589
2023-08,한식,0.0570470714355326
2023-09,간식,0.10936329588014983
2023-09,고기,0.08794871794871796
2023-09,기타,0.0919047619047619
2023-09,베이커리.디저트,0.11191489361702127
2023-09,부페,0.042222222222222223
2023-09,분식,0.0953125
2023-09,아시아음식,0.08924221921515561
2023-09,양식,0.10096629213483146
2023-09,음료,0.061732620320855615
2023-09,일식.회,0.15913294797687863
2023-09,주점,0.08941176470588236
2023-09,주점및주류판매,0.03843065693430657
2023-09,중식,0.06963636363636364
2023-09,카페,0.115
2023-09,패스트푸드,0.04469135802469136
2023-09,피자.치킨.햄버거,0.0328310502283105
2023-09,한식,0.08856780982073266
2023-10,간식,0.12619108280254776
2023-10,고기,0.099
2023-10,기타,0.0773170731707317
2023-10,베이커리.디저트,0.11808510638297871
2023-10,부페,0.14300000000000002
2023-10,분식,0.10796875
2023-10,아시아음식,0.10794594594594593
2023-10,양식,0.11496746203904555
2023-10,음료,0.07067510548523206
2023-10,일식.회,0.19520231213872835
2023-10,주점,0.09226190476190477
2023-10,주점및주류판매,0.037111913357400717
2023-10,중식,0.0844642857142857
2023-10,카페,0.12611486486486487
2023-10,패스트푸드,0.05035087719298245
2023-10,피자.치킨.햄버거,0.04067567567567567
2023-10,한식,0.10540391321193336
2023-11,간식,0.15170498084291187
2023-11,고기,0.11706896551724139
2023-11,기타,0.08219512195121952
2023-11,베이커리.디저트,0.1669512195121951
2023-11,부페,0.05333333333333334
2023-11,분식,0.12868852459016394
2023-11,아시아음식,0.12316926770708282
2023-11,양식,0.1382819383259912
2023-11,음료,0.07752446183953034
2023-11,일식.회,0.2645294117647059
2023-11,주점,0.12247058823529412
2023-11,주점및주류판매,0.060317073170731705
2023-11,중식,0.09563636363636363
2023-11,카페,0.1475971731448763
2023-11,패스트푸드,0.04984873949579832
2023-11,피자.치킨.햄버거,0.0486697247706422
2023-11,한식,0.12874780633839167
2023-12,간식,0.10688038277511962
2023-12,고기,0.08655172413793104
2023-12,기타,0.07289473684210526
2023-12,베이커리.디저트,0.12753086419753087
2023-12,부페,0.053636363636363635
2023-12,분식,0.1
2023-12,아시아음식,0.08957193816884661
2023-12,양식,0.09980000000000001
2023-12,음료,0.05433852140077821
2023-12,일식.회,0.19771929824561404
2023-12,주점,0.09301204819277108
2023-12,주점및주류판매,0.04111638954869359
2023-12,중식,0.07685185185185185
2023-12,카페,0.10712230215827338
2023-12,패스트푸드,0.03595600676818951
2023-12,피자.치킨.햄버거,0.03141552511415525
2023-12,한식,0.09115197347974723
